"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","ko","Level3","Level2","Level1"
"05166","Human T-cell leukemia virus 1 infection",247,17,0.0688259109311741,2.93170850202429,4.76255363496118,7.13319580474114e-05,0.0208289317498441,"Cd3g,Bax,Cdk4,Anapc1,Cd4,Smad2,Xiap,Anapc2,Polb,Map2k2,Pik3r1,H2-Ob,Cdkn2a,Espl1,Cdc26,H2-Eb2,H2-Ab1","05166","Human T-cell leukemia virus 1 infection","Infectious disease: viral","Human Diseases"
"04110","Cell cycle",157,12,0.0764331210191083,3.25574522292994,4.41488065499439,0.000322436697087964,0.0341507507130917,"Cdk4,Anapc1,Fbxo5,Esco2,Smad2,Cdca5,Anapc2,Stag1,Ccnb1,Cdkn2a,Espl1,Cdc26","04110","Cell cycle","Cell growth and death","Cellular Processes"
"04640","Hematopoietic cell lineage",94,9,0.0957446808510638,4.07834042553191,4.6479311913857,0.000350863877189298,0.0341507507130917,"Cd3g,Fcgr1,Cd4,Itga6,Mme,H2-Ob,Csf2ra,H2-Eb2,H2-Ab1","04640","Hematopoietic cell lineage","Immune system","Organismal Systems"
"05164","Influenza A",174,12,0.0689655172413793,2.93765517241379,3.99560305743787,0.000813949742843474,0.0456672452512043,"Tmprss2,Bax,Cdk4,Ciita,Adar,Tpsb2,Map2k2,Ccl2,Pik3r1,H2-Ob,H2-Eb2,H2-Ab1","05164","Influenza A","Infectious disease: viral","Human Diseases"
"05145","Toxoplasmosis",109,9,0.0825688073394495,3.51710091743119,4.09545169555096,0.00103739571416998,0.0456672452512043,"Ciita,Xiap,Itga6,Birc3,Il10ra,H2-Ob,Gnai1,H2-Eb2,H2-Ab1","05145","Toxoplasmosis","Infectious disease: parasitic","Human Diseases"
"04658","Th1 and Th2 cell differentiation",88,8,0.0909090909090909,3.87236363636364,4.19504352582157,0.00105010725846061,0.0456672452512043,"Cd3g,Stat6,Cd4,H2-Ob,Maml3,H2-Eb2,Runx3,H2-Ab1","04658","Th1 and Th2 cell differentiation","Immune system","Organismal Systems"
"05152","Tuberculosis",180,12,0.0666666666666667,2.83973333333333,3.85963971294664,0.00109476272862476,0.0456672452512043,"Rab5b,Tcirg1,Bax,Fcgr1,Ciita,Il10ra,Ctss,H2-Ob,Fcer1g,Fcgr3,H2-Eb2,H2-Ab1","05152","Tuberculosis","Infectious disease: bacterial","Human Diseases"
"04148","Efferocytosis",163,11,0.0674846625766871,2.87457668711656,3.73938622328534,0.00158786169069574,0.0521775461452245,"Rab5b,Havcr2,Vps8,Map2k2,C1qa,C1qc,C1qb,Ptpn11,P2ry6,Xkr4,Cx3cr1","04148","Efferocytosis","Transport and catabolism","Cellular Processes"
"05168","Herpes simplex virus 1 infection",214,13,0.0607476635514019,2.58760747663551,3.63757563243865,0.00160821203872267,0.0521775461452245,"Bax,Pou2f2,Srsf9,Birc3,Cgas,Ccl2,Pik3r1,H2-Ob,Ptpn11,Pilra,Pilrb1,H2-Eb2,H2-Ab1","05168","Herpes simplex virus 1 infection","Infectious disease: viral","Human Diseases"
"05310","Asthma",25,4,0.16,6.81536,4.5134726454256,0.00254361998699818,0.0742737036203468,"H2-Ob,Fcer1g,H2-Eb2,H2-Ab1","05310","Asthma","Immune disease","Human Diseases"
"05142","Chagas disease",103,8,0.0776699029126214,3.30842718446602,3.65005278749527,0.00287638904202566,0.0763550545701356,"Cd3g,Smad2,Ccl2,C1qa,C1qc,C1qb,Pik3r1,Gnai1","05142","Chagas disease","Infectious disease: parasitic","Human Diseases"
"04145","Phagosome",183,11,0.0601092896174863,2.56041530054645,3.30128954292148,0.00391544744451728,0.0952758878165871,"Rab5b,Tubb6,Tcirg1,Fcgr1,Ncf1,Nos1,Ctss,H2-Ob,Fcgr3,H2-Eb2,H2-Ab1","04145","Phagosome","Transport and catabolism","Cellular Processes"
"04380","Osteoclast differentiation",136,9,0.0661764705882353,2.81885294117647,3.30987768658917,0.00472170574752308,0.106056775252057,"Fcgr1,Ncf1,Trem2,Lilra6,Pik3r1,Itpr3,Pirb,Fcgr3,Lilrb4a","04380","Osteoclast differentiation","Development and regeneration","Organismal Systems"
"05150","Staphylococcus aureus infection",138,9,0.0652173913043478,2.778,3.25954903144532,0.00519306520642107,0.108312502876782,"Fcgr1,C1qa,C1qc,C1qb,C3ar1,H2-Ob,Fcgr3,H2-Eb2,H2-Ab1","05150","Staphylococcus aureus infection","Infectious disease: bacterial","Human Diseases"
"05140","Leishmaniasis",70,6,0.0857142857142857,3.65108571428571,3.45031477070338,0.00589829186648743,0.110447357210292,"Fcgr1,Ncf1,H2-Ob,Fcgr3,H2-Eb2,H2-Ab1","05140","Leishmaniasis","Infectious disease: parasitic","Human Diseases"
"04062","Chemokine signaling pathway",194,11,0.0567010309278351,2.41523711340206,3.08443975393942,0.00605190998412561,0.110447357210292,"Tiam1,Ccl8,Ncf1,Cxcl16,Ccl9,Ccl7,Ccl2,Pik3r1,Gng7,Cx3cr1,Gnai1","04062","Chemokine signaling pathway","Immune system","Organismal Systems"
"04670","Leukocyte transendothelial migration",119,8,0.0672268907563025,2.86359663865546,3.16970941630137,0.00689621833127899,0.113945940437045,"Ncf1,Thy1,Ctnnd1,Myl12b,Ctnna1,Pik3r1,Ptpn11,Gnai1","04670","Leukocyte transendothelial migration","Immune system","Organismal Systems"
"04814","Motor proteins",198,11,0.0555555555555556,2.36644444444444,3.00921963563459,0.00702406482146168,0.113945940437045,"Tubb6,Klc4,Kif11,Myh3,Kif2c,Kif23,Myl12b,Myo1d,Kif15,Kif13b,Kif1b","04814","Motor proteins","Cell motility","Cellular Processes"
"04722","Neurotrophin signaling pathway",121,8,0.0661157024793388,2.81626446280992,3.11535160457073,0.00760345274678916,0.116853063266444,"Bax,Psen1,Frs2,Rps6ka5,Maged1,Map2k2,Pik3r1,Ptpn11","04722","Neurotrophin signaling pathway","Nervous system","Organismal Systems"
"04114","Oocyte meiosis",123,8,0.0650406504065041,2.77047154471545,3.06209077029701,0.00836399538485821,0.121782422549629,"Anapc1,Fbxo5,Fbxw11,Anapc2,Ccnb1,Itpr3,Espl1,Cdc26","04114","Oocyte meiosis","Cell growth and death","Cellular Processes"
"05220","Chronic myeloid leukemia",76,6,0.0789473684210526,3.36284210526316,3.20516666883862,0.00875832490939112,0.121782422549629,"Bax,Cdk4,Map2k2,Pik3r1,Ptpn11,Cdkn2a","05220","Chronic myeloid leukemia","Cancer: specific types","Human Diseases"
"04218","Cellular senescence",183,10,0.0546448087431694,2.32765027322404,2.8088406734518,0.0111025382691002,0.147360962480784,"Cdk4,Mybl2,Fbxw11,Rad50,Smad2,Map2k2,Pik3r1,Ccnb1,Itpr3,Cdkn2a","04218","Cellular senescence","Cell growth and death","Cellular Processes"
"04659","Th17 cell differentiation",105,7,0.0666666666666667,2.83973333333333,2.93734571614563,0.0117131269623088,0.148705785782356,"Cd3g,Stat6,Cd4,Smad2,H2-Ob,H2-Eb2,H2-Ab1","04659","Th17 cell differentiation","Immune system","Organismal Systems"
"00541","Biosynthesis of various nucleotide sugars",21,3,0.142857142857143,6.08514285714286,3.61655662287149,0.0124378663320056,0.151327373706068,"Tgds,Nans,Gne","00541","O-Antigen nucleotide sugar biosynthesis","Glycan biosynthesis and metabolism","Metabolism"
"04210","Apoptosis",136,8,0.0588235294117647,2.50564705882353,2.73991783011065,0.0147708758274664,0.164443710422294,"Bax,Xiap,Birc3,Map2k2,Ctss,Pik3r1,Itpr3,Sptan1","04210","Apoptosis","Cell growth and death","Cellular Processes"
"05321","Inflammatory bowel disease",62,5,0.0806451612903226,3.43516129032258,2.98157237701369,0.0149528768946749,0.164443710422294,"Stat6,Smad2,H2-Ob,H2-Eb2,H2-Ab1","05321","Inflammatory bowel disease","Immune disease","Human Diseases"
"05219","Bladder cancer",41,4,0.0975609756097561,4.15570731707317,3.13891912480471,0.0152054115801436,0.164443710422294,"Cdk4,Rps6ka5,Map2k2,Cdkn2a","05219","Bladder cancer","Cancer: specific types","Human Diseases"
"05323","Rheumatoid arthritis",87,6,0.0689655172413793,2.93765517241379,2.8136577755645,0.0163722771686615,0.167768506627026,"Tcirg1,Ltb,Ccl2,H2-Ob,H2-Eb2,H2-Ab1","05323","Rheumatoid arthritis","Immune disease","Human Diseases"
"04612","Antigen processing and presentation",88,6,0.0681818181818182,2.90427272727273,2.78116143611167,0.0172364904068862,0.167768506627026,"Ciita,Cd4,Ctss,H2-Ob,H2-Eb2,H2-Ab1","04612","Antigen processing and presentation","Immune system","Organismal Systems"
"05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",88,6,0.0681818181818182,2.90427272727273,2.78116143611167,0.0172364904068862,0.167768506627026,"Cd3g,Cd4,Batf3,Map2k2,Pik3r1,Ptpn11","05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","Cancer: overview","Human Diseases"
"03266","Virion - Herpesvirus",10,2,0.2,8.5192,3.68832743151186,0.0218155946258865,0.201026042019317,"Pilra,Pilrb1","03266","Virion - Herpesvirus","Information processing in viruses","Genetic Information Processing"
