"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","ko","Level3","Level2","Level1"
"04670","Leukocyte transendothelial migration",120,7,0.0583333333333333,4.48149224806202,4.41972773589854,0.000897777445617745,0.106495679883105,"Myl2,Mmp9,Pik3cg,Actb,Itgal,Rac2,Prkcb","04670","Leukocyte transendothelial migration","Immune system","Organismal Systems"
"00380","Tryptophan metabolism",45,4,0.0888888888888889,6.82894056847545,4.50546044644876,0.00265543586905284,0.106495679883105,"Inmt,Ehhadh,Echs1,Tdo2","00380","Tryptophan metabolism","Amino acid metabolism","Metabolism"
"04370","VEGF signaling pathway",76,5,0.0657894736842105,5.05431456548348,4.08221435995144,0.00297491059631134,0.106495679883105,"Pik3cg,Vegfa,Ptgs2,Rac2,Prkcb","04370","VEGF signaling pathway","Signal transduction","Environmental Information Processing"
"05410","Hypertrophic cardiomyopathy",83,5,0.0602409638554217,4.62804707200897,3.81958688409793,0.00435530329306737,0.106495679883105,"Myl2,Actb,Myh7,Myl3,Actc1","05410","Hypertrophic cardiomyopathy","Cardiovascular disease","Human Diseases"
"05414","Dilated cardiomyopathy",89,5,0.0561797752808989,4.3160438986151,3.616758465574,0.00585982467175612,0.106495679883105,"Myl2,Actb,Myh7,Myl3,Actc1","05414","Dilated cardiomyopathy","Cardiovascular disease","Human Diseases"
"04666","Fc gamma R-mediated phagocytosis",90,5,0.0555555555555556,4.26808785529716,3.58469761977808,0.00614214954417918,0.106495679883105,"Scin,Hck,Pik3cg,Rac2,Prkcb","04666","Fc gamma R-mediated phagocytosis","Immune system","Organismal Systems"
"04810","Regulation of actin cytoskeleton",215,8,0.0372093023255814,2.8586262844781,3.18166412885013,0.00662514043732295,0.106495679883105,"Scin,Myl2,Pik3cg,Fgf12,Baiap2,Actb,Itgal,Rac2","04810","Regulation of actin cytoskeleton","Cell motility","Cellular Processes"
"00650","Butanoate metabolism",30,3,0.1,7.68255813953488,4.21260619916979,0.00670838928397515,0.106495679883105,"Ehhadh,Echs1,Aacs","00650","Butanoate metabolism","Carbohydrate metabolism","Metabolism"
"00640","Propanoate metabolism",33,3,0.0909090909090909,6.98414376321353,3.95735990000849,0.00876624279496831,0.123701426106775,"Ehhadh,Echs1,Acacb","00640","Propanoate metabolism","Carbohydrate metabolism","Metabolism"
"04520","Adherens junction",74,4,0.0540540540540541,4.15273412947832,3.13190290146733,0.01543136786515,0.186543373611111,"Ptpn6,Baiap2,Actb,Rac2","04520","Adherens junction","Cellular community - eukaryotes","Cellular Processes"
"04662","B cell receptor signaling pathway",76,4,0.0526315789473684,4.04345165238678,3.06439518654115,0.0168741079533019,0.186543373611111,"Ptpn6,Pik3cg,Rac2,Prkcb","04662","B cell receptor signaling pathway","Immune system","Organismal Systems"
"04260","Cardiac muscle contraction",77,4,0.051948051948052,3.99093929326488,3.03150145100215,0.0176261455380577,0.186543373611111,"Myl2,Myh7,Myl3,Actc1","04260","Cardiac muscle contraction","Circulatory system","Organismal Systems"
"00450","Selenocompound metabolism",17,2,0.117647058823529,9.03830369357045,3.81072468934751,0.0200642339642769,0.196012131804859,"Inmt,Sephs2","00450","Selenocompound metabolism","Metabolism of other amino acids","Metabolism"
"04650","Natural killer cell mediated cytotoxicity",125,5,0.04,3.07302325581395,2.68699016935284,0.0230513959199585,0.205970375006717,"Ptpn6,Pik3cg,Itgal,Rac2,Prkcb","04650","Natural killer cell mediated cytotoxicity","Immune system","Organismal Systems"
"05200","Pathways in cancer",324,9,0.0277777777777778,2.13404392764858,2.40369999684285,0.0243272096464627,0.205970375006717,"Mmp9,Pik3cg,Bmp4,Fgf12,Vegfa,Ptgs2,Rac2,Ar,Prkcb","05200","Pathways in cancer","Cancer: overview","Human Diseases"
"05416","Viral myocarditis",87,4,0.0459770114942529,3.53221063886661,2.73021637910076,0.0263059796843961,0.208803713744894,"Actb,Itgal,Rac2,Myh7","05416","Viral myocarditis","Cardiovascular disease","Human Diseases"
"00410","beta-Alanine metabolism",23,2,0.0869565217391304,6.68048533872599,3.13376092033163,0.035497475832323,0.26518702533559,"Ehhadh,Echs1","00410","beta-Alanine metabolism","Metabolism of other amino acids","Metabolism"
"04510","Focal adhesion",200,6,0.03,2.30476744186046,2.15170216656079,0.0454399735406203,0.303730349455725,"Myl2,Pik3cg,Vegfa,Actb,Rac2,Prkcb","04510","Focal adhesion","Cellular community - eukaryotes","Cellular Processes"
