"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","ko","Level3","Level2","Level1"
"00650","Butanoate metabolism",27,4,0.148148148148148,14.0859788359788,7.0189070254794,0.000168842994247888,0.0166378070823179,"Ehhadh,Echs1,Aacs,Acat3","00650","Butanoate metabolism","Carbohydrate metabolism","Metabolism"
"00380","Tryptophan metabolism",52,5,0.0961538461538462,9.14234203296703,6.06797927642734,0.000206253806805593,0.0166378070823179,"Inmt,Ehhadh,Echs1,Tdo2,Acat3","00380","Tryptophan metabolism","Amino acid metabolism","Metabolism"
"05418","Fluid shear stress and atherosclerosis",149,7,0.0469798657718121,4.46686241610738,4.39359108215898,0.000969969689027365,0.0586831661861556,"Hmox1,Mmp9,Bmp4,Vegfa,Il1r2,Actb,Rac2","05418","Fluid shear stress and atherosclerosis","Cardiovascular disease","Human Diseases"
"04670","Leukocyte transendothelial migration",119,6,0.0504201680672269,4.79396758703481,4.29079191783628,0.00156729797862984,0.0758572221656843,"Myl2,Mmp9,Actb,Itgal,Rac2,Prkcb","04670","Leukocyte transendothelial migration","Immune system","Organismal Systems"
"04152","AMPK signaling pathway",127,6,0.047244094488189,4.4919853768279,4.081404797705,0.00218210143556787,0.0854795766722844,"Srebf1,Pfkfb1,Ccna2,Gys2,Acacb,Gm2436","04152","AMPK signaling pathway","Signal transduction","Environmental Information Processing"
"04520","Adherens junction",92,5,0.0543478260869565,5.16741071428571,4.13880056202014,0.00279877077566593,0.0854795766722844,"Ptpn6,Myl2,Baiap2,Actb,Rac2","04520","Adherens junction","Cellular community - eukaryotes","Cellular Processes"
"00280","Valine, leucine and isoleucine degradation",57,4,0.0701754385964912,6.67230576441103,4.42682768870832,0.00298360605477366,0.0854795766722844,"Ehhadh,Echs1,Aacs,Acat3","00280","Valine, leucine and isoleucine degradation","Amino acid metabolism","Metabolism"
"04370","VEGF signaling pathway",58,4,0.0689655172413793,6.55726600985222,4.37513281129432,0.00317899252087008,0.0854795766722844,"Vegfa,Ptgs2,Rac2,Prkcb","04370","VEGF signaling pathway","Signal transduction","Environmental Information Processing"
"00640","Propanoate metabolism",31,3,0.0967741935483871,9.20132488479263,4.71441755433491,0.00410859180992418,0.091499249861824,"Ehhadh,Echs1,Acacb","00640","Propanoate metabolism","Carbohydrate metabolism","Metabolism"
"00410","beta-Alanine metabolism",32,3,0.09375,8.91378348214286,4.62213671465983,0.00449924907577204,0.091499249861824,"Ehhadh,Csad,Echs1","00410","beta-Alanine metabolism","Metabolism of other amino acids","Metabolism"
"00310","Lysine degradation",64,4,0.0625,5.94252232142857,4.0886293108146,0.00453715288571028,0.091499249861824,"Ehhadh,Echs1,Acat3,Prdm6","00310","Lysine degradation","Amino acid metabolism","Metabolism"
"00920","Sulfur metabolism",11,2,0.181818181818182,17.2873376623377,5.57187021908834,0.0056675953412415,0.10376530037412,"Sqor,Tst","00920","Sulfur metabolism","Energy metabolism","Metabolism"
"04931","Insulin resistance",110,5,0.0454545454545455,4.32183441558442,3.61043194472826,0.00600295126131275,0.10376530037412,"Gfpt2,Srebf1,Gys2,Acacb,Prkcb","04931","Insulin resistance","Endocrine and metabolic disease","Human Diseases"
"00450","Selenocompound metabolism",17,2,0.117647058823529,11.1859243697479,4.33313247254718,0.0134503144667821,0.216998406730751,"Inmt,Sephs2","00450","Selenocompound metabolism","Metabolism of other amino acids","Metabolism"
"04666","Fc gamma R-mediated phagocytosis",94,4,0.0425531914893617,4.0459726443769,3.05805540219588,0.0171439147491462,0.229554308955633,"Scin,Hck,Rac2,Prkcb","04666","Fc gamma R-mediated phagocytosis","Immune system","Organismal Systems"
"05416","Viral myocarditis",94,4,0.0425531914893617,4.0459726443769,3.05805540219588,0.0171439147491462,0.229554308955633,"Actb,Itgal,Rac2,Myh7","05416","Viral myocarditis","Cardiovascular disease","Human Diseases"
"00071","Fatty acid degradation",52,3,0.0576923076923077,5.48540521978022,3.34269253364778,0.0172301499370859,0.229554308955633,"Ehhadh,Echs1,Acat3","00071","Fatty acid degradation","Lipid metabolism","Metabolism"
"04814","Motor proteins",198,6,0.0303030303030303,2.88122294372294,2.75472646045045,0.018022858967591,0.229554308955633,"Dnah2,Myl2,Actb,Myh7,Actg2,Myl3","04814","Motor proteins","Cell motility","Cellular Processes"
"00770","Pantothenate and CoA biosynthesis",21,2,0.0952380952380952,9.05527210884354,3.80933031262333,0.0202100277871837,0.231230941097637,"Csad,Vnn1","00770","Pantothenate and CoA biosynthesis","Metabolism of cofactors and vitamins","Metabolism"
"03273","Virion - Lassa virus and SFTS virus",21,2,0.0952380952380952,9.05527210884354,3.80933031262333,0.0202100277871837,0.231230941097637,"Lamp1,Cd209g",NA,NA,NA,NA
"05410","Hypertrophic cardiomyopathy",100,4,0.04,3.80321428571429,2.90358934547238,0.0210209946452397,0.231230941097637,"Myl2,Actb,Myh7,Myl3","05410","Hypertrophic cardiomyopathy","Cardiovascular disease","Human Diseases"
"05414","Dilated cardiomyopathy",103,4,0.0388349514563107,3.69244105409154,2.83077580784121,0.0231456956221073,0.24353297132826,"Myl2,Actb,Myh7,Myl3","05414","Dilated cardiomyopathy","Cardiovascular disease","Human Diseases"
"04261","Adrenergic signaling in cardiomyocytes",156,5,0.032051282051282,3.04744734432234,2.65588793954248,0.0242707907445829,0.244730473341211,"Myl2,Pik3cg,Myh7,Myl3,Gm2436","04261","Adrenergic signaling in cardiomyocytes","Circulatory system","Organismal Systems"
"05415","Diabetic cardiomyopathy",217,6,0.0276497695852535,2.62894996708361,2.4994149633711,0.0268372906818568,0.254581045775792,"Mmp9,Gfpt2,Gys2,Rac2,Pdk2,Prkcb","05415","Diabetic cardiomyopathy","Cardiovascular disease","Human Diseases"
"01212","Fatty acid metabolism",62,3,0.0483870967741935,4.60066244239631,2.9314084774328,0.0273516826040107,0.254581045775792,"Ehhadh,Echs1,Acat3","01212","Fatty acid metabolism","Global and overview maps","Metabolism"
"04148","Efferocytosis",163,5,0.0306748466257669,2.91657537248028,2.54213916359719,0.0286314814089443,0.256622907443131,"Ptpn6,Dusp4,Ptgs2,Dusp7,Timd4","04148","Efferocytosis","Transport and catabolism","Cellular Processes"
"04913","Ovarian steroidogenesis",65,3,0.0461538461538462,4.38832417582418,2.82488816918416,0.0308878519755438,0.266959292074343,"Cyp11a1,Ptgs2,Acot4","04913","Ovarian steroidogenesis","Endocrine system","Organismal Systems"
"04668","TNF signaling pathway",118,4,0.0338983050847458,3.22306295399516,2.50347063313346,0.0356906976777987,0.275803082640627,"Mmp9,Irf1,Ptgs2,Bag4","04668","TNF signaling pathway","Signal transduction","Environmental Information Processing"
"05140","Leishmaniasis",70,3,0.0428571428571429,4.07487244897959,2.66096007947857,0.0372890717810328,0.275803082640627,"Ptpn6,Ptgs2,Prkcb","05140","Leishmaniasis","Infectious disease: parasitic","Human Diseases"
"04810","Regulation of actin cytoskeleton",235,6,0.025531914893617,2.42758358662614,2.2814514595473,0.0374794191032311,0.275803082640627,"Scin,Myl2,Baiap2,Actb,Itgal,Rac2","04810","Regulation of actin cytoskeleton","Cell motility","Cellular Processes"
"04650","Natural killer cell mediated cytotoxicity",120,4,0.0333333333333333,3.16934523809524,2.46382737106583,0.0376095112691763,0.275803082640627,"Ptpn6,Itgal,Rac2,Prkcb","04650","Natural killer cell mediated cytotoxicity","Immune system","Organismal Systems"
"04919","Thyroid hormone signaling pathway",120,4,0.0333333333333333,3.16934523809524,2.46382737106583,0.0376095112691763,0.275803082640627,"Bmp4,Actb,Prkcb,Myh7","04919","Thyroid hormone signaling pathway","Endocrine system","Organismal Systems"
"00062","Fatty acid elongation",31,2,0.0645161290322581,6.13421658986175,2.9513330052177,0.0418176722533112,0.297643431920627,"Echs1,Acot4","00062","Fatty acid elongation","Lipid metabolism","Metabolism"
"04971","Gastric acid secretion",75,3,0.04,3.80321428571429,2.51160777582873,0.0443155466155832,0.306410350884889,"Actb,Hrh2,Prkcb","04971","Gastric acid secretion","Digestive system","Organismal Systems"
"04721","Synaptic vesicle cycle",77,3,0.038961038961039,3.70442949907236,2.45542680370268,0.0472981218288698,0.310929933635005,"Slc1a3,Stx1b,Slc18a1","04721","Synaptic vesicle cycle","Nervous system","Organismal Systems"
"05206","MicroRNAs in cancer",314,7,0.0222929936305732,2.11962579617834,2.07618965209764,0.0475388741508066,0.310929933635005,"Hmox1,Mmp9,Zfpm2,Vegfa,Ptgs2,Cdc25c,Prkcb","05206","MicroRNAs in cancer","Cancer: overview","Human Diseases"
"04710","Circadian rhythm",34,2,0.0588235294117647,5.59296218487395,2.76539307891396,0.0494409158419414,0.314860569309206,"Nr1d1,Dbp","04710","Circadian rhythm","Environmental adaptation","Organismal Systems"
