"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","ko","Level3","Level2","Level1"
"04066","HIF-1 signaling pathway",117,4,0.0341880341880342,5.43385635922949,3.83713137803626,0.00623096593048647,0.473045496033174,"Hmox1,Pfkl,Vhl,Serpine1","04066","HIF-1 signaling pathway","Signal transduction","Environmental Information Processing"
"04115","p53 signaling pathway",75,3,0.04,6.35761194029851,3.704842725718,0.0116433501738937,0.473045496033174,"Ccnd2,Ccne1,Serpine1","04115","p53 signaling pathway","Cell growth and death","Cellular Processes"
"05162","Measles",145,4,0.0275862068965517,4.38455995882656,3.26509935223867,0.0130304885065761,0.473045496033174,"Ccnd2,Ccne1,Irf7,Jun","05162","Measles","Infectious disease: viral","Human Diseases"
"05169","Epstein-Barr virus infection",229,5,0.0218340611353712,3.47031219448608,3.00692965295852,0.0144324050070469,0.473045496033174,"Ccnd2,Ccne1,Tapbp,Irf7,Jun","05169","Epstein-Barr virus infection","Infectious disease: viral","Human Diseases"
"04110","Cell cycle",157,4,0.0254777070063694,4.04943435687803,3.06286262443662,0.0169926040400994,0.473045496033174,"Ccnd2,Ccne1,E2f5,Bub1b","04110","Cell cycle","Cell growth and death","Cellular Processes"
"05166","Human T-cell leukemia virus 1 infection",247,5,0.0202429149797571,3.21741494954378,2.80559233949538,0.0193970306500341,0.473045496033174,"Ccnd2,Itgb2,Ccne1,Bub1b,Jun","05166","Human T-cell leukemia virus 1 infection","Infectious disease: viral","Human Diseases"
"04657","IL-17 signaling pathway",98,3,0.0306122448979592,4.86551934206518,3.05887423219895,0.0236869033183738,0.473045496033174,"Mmp13,Jun,S100a8","04657","IL-17 signaling pathway","Immune system","Organismal Systems"
"04933","AGE-RAGE signaling pathway in diabetic complications",101,3,0.0297029702970297,4.7209989655682,2.98966632459894,0.0256122535512148,0.473045496033174,"Vegfd,Serpine1,Jun","04933","AGE-RAGE signaling pathway in diabetic complications","Endocrine and metabolic disease","Human Diseases"
"04620","Toll-like receptor signaling pathway",104,3,0.0288461538461538,4.58481630309989,2.92312796386744,0.0276196816688471,0.473045496033174,"Irf7,Tlr8,Jun","04620","Toll-like receptor signaling pathway","Immune system","Organismal Systems"
"04218","Cellular senescence",183,4,0.0218579234972678,3.47410488540902,2.68621537479639,0.0279604155602191,0.473045496033174,"Ccnd2,Ccne1,E2f5,Serpine1","04218","Cellular senescence","Cell growth and death","Cellular Processes"
"05030","Cocaine addiction",48,2,0.0416666666666667,6.62251243781095,3.10645573982021,0.0365343162111534,0.473045496033174,"Slc18a1,Jun","05030","Cocaine addiction","Substance dependence","Human Diseases"
"04978","Mineral absorption",55,2,0.0363636363636364,5.77964721845319,2.82770921634702,0.0467731411275099,0.473045496033174,"Hmox1,S100g","04978","Mineral absorption","Digestive system","Organismal Systems"
"00270","Cysteine and methionine metabolism",56,2,0.0357142857142857,5.67643923240938,2.7918196949229,0.0483128264649607,0.473045496033174,"Tat,Tst","00270","Cysteine and methionine metabolism","Amino acid metabolism","Metabolism"
"04926","Relaxin signaling pathway",131,3,0.0229007633587786,3.63985416429304,2.41900376332169,0.0493263741684526,0.473045496033174,"Vegfd,Mmp13,Jun","04926","Relaxin signaling pathway","Endocrine system","Organismal Systems"
