"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID"
"GO:0097061","dendritic spine organization",112,7,0.0625,7.40983606557377,6.26853189626723,4.75909015414367e-05,0.00724913238838642,"Itga3,Lrp8,Caprin2,Abi3bp,Abhd17b,Nlgn1,Xlr4b"
"GO:0016055","Wnt signaling pathway",467,14,0.0299785867237687,3.5541826096114,5.13230030628696,4.80798651023519e-05,0.00724913238838642,"Itga3,Rspo3,Wif1,Nxn,Nkd2,Ptk7,Myoc,Rspo1,Caprin2,Fgfr2,Gpc4,Amfr,Snai1,Cthrc1"
"GO:0106027","neuron projection organization",124,7,0.0564516129032258,6.69275515600212,5.8591376462017,9.0785492066299e-05,0.0108137430634891,"Itga3,Lrp8,Caprin2,Abi3bp,Abhd17b,Nlgn1,Xlr4b"
"GO:0002062","chondrocyte differentiation",126,7,0.0555555555555556,6.58652094717668,5.79618361841426,0.000100389100081039,0.0114824360334071,"Osr2,Col2a1,Ecm1,Snx19,Hoxa11,Sox5,Ptpn11"
"GO:0030111","regulation of Wnt signaling pathway",329,11,0.033434650455927,3.96392446061089,4.98673637855667,0.000121179477045108,0.0129662040438266,"Itga3,Rspo3,Wif1,Nxn,Nkd2,Ptk7,Rspo1,Caprin2,Fgfr2,Amfr,Cthrc1"
"GO:0060272","embryonic skeletal joint morphogenesis",13,3,0.230769230769231,27.359394703657,8.76742915222188,0.000159254527081242,0.0161320231218708,"Osr2,Col2a1,Hoxa11"
"GO:0051216","cartilage development",234,9,0.0384615384615385,4.55989911727617,5.04285901494215,0.00017892856774049,0.0161320231218708,"Osr2,Col2a1,Ecm1,Evc,Snx19,Hoxa11,Sox5,Snai1,Ptpn11"
"GO:0010811","positive regulation of cell-substrate adhesion",144,7,0.0486111111111111,5.7632058287796,5.28483917731084,0.000229830056609479,0.0190586574443411,"Itga3,Myoc,Thy1,Triobp,Abi3bp,Ptpn11,Ndnf"
"GO:0072498","embryonic skeletal joint development",16,3,0.1875,22.2295081967213,7.83407294718765,0.000306042826754654,0.0245934280888192,"Osr2,Col2a1,Hoxa11"
"GO:0055091","phospholipid homeostasis",17,3,0.176470588235294,20.9218900675024,7.57792315859534,0.000369313126118338,0.0255210758194693,"Tlcd1,Tlcd2,Lipg"
"GO:0061753","substrate localization to autophagosome",4,2,0.5,59.2786885245902,10.7507148617168,0.000420406205867493,0.0282343706503471,"Gabarapl1,Stbd1"
"GO:0007264","small GTPase-mediated signal transduction",444,12,0.027027027027027,3.20425343376163,4.31697244475228,0.00042560100467813,0.0282343706503471,"Kctd10,Itga3,Rnd3,Arfgef3,Plce1,Rabgef1,Myoc,Brap,Adcyap1r1,Itpkb,Cdc42ep4,Dok7"
"GO:0061448","connective tissue development",334,10,0.029940119760479,3.54962206734073,4.32253322748494,0.000584062141388974,0.0352242567815859,"Osr2,Col2a1,Ecm1,Evc,Snx19,Hoxa11,Sox5,Snai1,Ptpn11,Creb5"
"GO:0071865","regulation of apoptotic process in bone marrow cell",6,2,0.333333333333333,39.5191256830601,8.70291294260556,0.00103934393659421,0.0556049006077903,"Fgfr2,Flt3l"
"GO:0071866","negative regulation of apoptotic process in bone marrow cell",6,2,0.333333333333333,39.5191256830601,8.70291294260556,0.00103934393659421,0.0556049006077903,"Fgfr2,Flt3l"
"GO:0051056","regulation of small GTPase mediated signal transduction",244,8,0.0327868852459016,3.88712711636657,4.17703116931125,0.00115319954992185,0.0597681704232935,"Kctd10,Itga3,Arfgef3,Rabgef1,Myoc,Adcyap1r1,Itpkb,Dok7"
"GO:0035024","negative regulation of Rho protein signal transduction",25,3,0.12,14.2268852459016,6.10215005050859,0.00118846489934327,0.0606482780172556,"Kctd10,Itga3,Myoc"
"GO:0046488","phosphatidylinositol metabolic process",142,6,0.0422535211267606,5.00946663588086,4.41740145238026,0.00133416755357554,0.0641367213798562,"Pip4k2b,Plce1,Pi4k2b,Mtmr10,Itpkb,Mppe1"
"GO:0060070","canonical Wnt signaling pathway",312,9,0.0288461538461538,3.41992433795712,3.9637054599414,0.00141018822398678,0.0650081169102895,"Rspo3,Nkd2,Ptk7,Rspo1,Caprin2,Fgfr2,Amfr,Snai1,Cthrc1"
"GO:0060348","bone development",252,8,0.0317460317460317,3.76372625552953,4.06408481616018,0.00141505968135461,0.0650081169102895,"Osr2,Col2a1,Tjp2,Myoc,Ecm1,Evc,Fgfr2,Hoxa11"
"GO:0001955","blood vessel maturation",7,2,0.285714285714286,33.8735362997658,8.02260751883719,0.00144698782816177,0.0650081169102895,"Mmp2,Lyl1"
"GO:0071839","apoptotic process in bone marrow cell",7,2,0.285714285714286,33.8735362997658,8.02260751883719,0.00144698782816177,0.0650081169102895,"Fgfr2,Flt3l"
"GO:0060828","regulation of canonical Wnt signaling pathway",255,8,0.0313725490196078,3.71944712311154,4.02291536359991,0.00152463070100085,0.0674293338029311,"Rspo3,Nkd2,Ptk7,Rspo1,Caprin2,Fgfr2,Amfr,Cthrc1"
"GO:0044703","multi-organism reproductive process",261,8,0.0306513409961686,3.63394259154576,3.94241364709035,0.00176392738724172,0.0742394949844796,"Itga3,Dedd,Ndrg3,A2m,Tead4,Mmp2,Igfbp2,Nrk"
"GO:0035567","non-canonical Wnt signaling pathway",61,4,0.0655737704918033,7.77425423273314,4.88486242333791,0.00176813991672411,0.0742394949844796,"Rspo3,Myoc,Rspo1,Cthrc1"
"GO:0042471","ear morphogenesis",151,6,0.0397350993377483,4.71088915427207,4.21667812844546,0.00182389493692649,0.074689623528212,"Osr2,Col2a1,Ptk7,Fgfr2,Triobp,Cthrc1"
"GO:0061001","regulation of dendritic spine morphogenesis",62,4,0.0645161290322581,7.64886303543099,4.83366648901201,0.0018777215558274,0.0753311478644913,"Lrp8,Caprin2,Abi3bp,Nlgn1"
"GO:0016266","O-glycan processing",8,2,0.25,29.6393442622951,7.47197952591344,0.00191859285659475,0.0757615774443425,"Galnt10,Gxylt2"
"GO:0044706","multi-multicellular organism process",266,8,0.0300751879699248,3.56563539997535,3.87712020350909,0.00198521297189251,0.0765692026484586,"Itga3,Dedd,Ndrg3,A2m,Tead4,Mmp2,Igfbp2,Nrk"
"GO:0051894","positive regulation of focal adhesion assembly",30,3,0.1,11.855737704918,5.48672040095012,0.00203377725373955,0.0775406798925756,"Myoc,Thy1,Ptpn11"
"GO:0048704","embryonic skeletal system morphogenesis",110,5,0.0454545454545455,5.38897168405365,4.25357365118326,0.00244454522378286,0.0904088861130468,"Osr2,Col2a1,Fgfr2,Hoxa11,Slc39a3"
"GO:0090263","positive regulation of canonical Wnt signaling pathway",110,5,0.0454545454545455,5.38897168405365,4.25357365118326,0.00244454522378286,0.0904088861130468,"Rspo3,Ptk7,Rspo1,Caprin2,Fgfr2"
"GO:0060174","limb bud formation",9,2,0.222222222222222,26.3460837887067,7.01402386718854,0.00245305991865367,0.0904088861130468,"Col2a1,Fgfr2"
"GO:0001959","regulation of cytokine-mediated signaling pathway",161,6,0.0372670807453416,4.41828734344771,4.01144620371704,0.00251604880748552,0.0917113614772468,"Tbk1,Tjp2,Rabgef1,Ecm1,Oas1b,Casp4"
"GO:0051058","negative regulation of small GTPase mediated signal transduction",68,4,0.0588235294117647,6.97396335583414,4.54878700179423,0.00263553895455837,0.095022638176849,"Kctd10,Itga3,Rabgef1,Myoc"
