"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","ko","Level3","Level2","Level1"
"00270","Cysteine and methionine metabolism",39,3,0.0769230769230769,11.2940170940171,5.33897694032401,0.00227369181546966,0.0719291863334154,"Dnmt3l,Cth,Bhmt","00270","Cysteine and methionine metabolism","Amino acid metabolism","Metabolism"
"04512","ECM-receptor interaction",86,4,0.0465116279069767,6.82894056847545,4.50546044644876,0.00265543586905284,0.0719291863334154,"Hmmr,Col5a2,Thbs1,Sv2c","04512","ECM-receptor interaction","Signaling molecules and interaction","Environmental Information Processing"
"04514","Cell adhesion molecules",147,5,0.0340136054421769,4.99395313681028,4.0551115142804,0.00303926139436966,0.0719291863334154,"Cd2,Itgam,Cd226,Cldn11,Cldn23","04514","Cell adhesion molecules","Signaling molecules and interaction","Environmental Information Processing"
"04062","Chemokine signaling pathway",182,5,0.0274725274725275,4.03357753357753,3.43646287007748,0.00751274348898266,0.0974700868788288,"Grk5,Ccl9,Dock2,Shc2,Cxcr2","04062","Chemokine signaling pathway","Immune system","Organismal Systems"
"00531","Glycosaminoglycan degradation",21,2,0.0952380952380952,13.9830687830688,4.93439112225352,0.00877387818952538,0.0974700868788288,"Gusb,Glb1","00531","Glycosaminoglycan degradation","Glycan biosynthesis and metabolism","Metabolism"
"04142","Lysosome",122,4,0.0327868852459016,4.81384335154827,3.52083120482088,0.00919697352974283,0.0974700868788288,"Ctsd,Cd68,Gusb,Glb1","04142","Lysosome","Transport and catabolism","Cellular Processes"
"04710","Circadian rhythm",22,2,0.0909090909090909,13.3474747474747,4.80362422059883,0.00960972687537749,0.0974700868788288,"Per3,Per2","04710","Circadian rhythm","Environmental adaptation","Organismal Systems"
"00512","Mucin type O-glycan biosynthesis",28,2,0.0714285714285714,10.4873015873016,4.16580759458583,0.0153238954349092,0.135999571984819,"Galnt14,Galnt12","00512","Mucin type O-glycan biosynthesis","Glycan biosynthesis and metabolism","Metabolism"
"00260","Glycine, serine and threonine metabolism",34,2,0.0588235294117647,8.63660130718954,3.69670834941813,0.0221640553010171,0.174849769596913,"Cth,Bhmt","00260","Glycine, serine and threonine metabolism","Amino acid metabolism","Metabolism"
"05219","Bladder cancer",42,2,0.0476190476190476,6.99153439153439,3.22554247386099,0.0328712623956699,0.233385963009256,"E2f1,Thbs1","05219","Bladder cancer","Cancer: specific types","Human Diseases"
"05150","Staphylococcus aureus infection",50,2,0.04,5.87288888888889,2.86402198646273,0.0451993246619432,0.282481713215582,"Itgam,C5ar1","05150","Staphylococcus aureus infection","Infectious disease: bacterial","Human Diseases"
"04670","Leukocyte transendothelial migration",120,3,0.025,3.67055555555556,2.44471208633834,0.0477433881491124,0.282481713215582,"Itgam,Cldn11,Cldn23","04670","Leukocyte transendothelial migration","Immune system","Organismal Systems"
