"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","ko","Level3","Level2","Level1"
"04390","Hippo signaling pathway",158,17,0.107594936708861,3.05540928270042,4.972769028774,4.01794614845476e-05,0.00838777501885193,"Ctnnb1,Nf2,Fbxw11,Llgl1,Tgfb3,Dlg5,Bmpr1a,Myc,Csnk1e,Gsk3b,Smad2,Wwtr1,Wnt2b,Rassf6,Prkci,Gdf7,Ctnna3","04390","Hippo signaling pathway","Signal transduction","Environmental Information Processing"
"04919","Thyroid hormone signaling pathway",120,14,0.116666666666667,3.31302222222222,4.86806916299996,7.96504363383677e-05,0.00838777501885193,"Ncoa2,Ctnnb1,Med16,Hif1a,Myc,Gsk3b,Rcan1,Plce1,Notch2,Casp9,Mtor,Atp2a2,Rcan2,Ep300","04919","Thyroid hormone signaling pathway","Endocrine system","Organismal Systems"
"04144","Endocytosis",270,23,0.0851851851851852,2.41903209876543,4.51207406484593,8.09110130435877e-05,0.00838777501885193,"Rab5b,Rbsn,Rab11fip4,Arrb1,Washc5,Smad2,Rab22a,Dnajc6,Sh3gl3,Ist1,Vps26b,Dnm2,Iqsec1,Cbl,Pip5k1c,Ap2b1,Rab11fip3,Prkci,Iqsec2,Cltc,Arf3,Ap2a1,Arfgef2","04144","Endocytosis","Transport and catabolism","Cellular Processes"
"04510","Focal adhesion",202,18,0.0891089108910891,2.53045544554455,4.19546838449601,0.000275897106959218,0.0165364103362135,"Ctnnb1,Itgb4,Pak2,Gsk3b,Itgb5,Pdgfrb,Flnb,Itga7,Lamb3,Tln1,Parva,Pdgfd,Pip5k1c,Rapgef1,Arhgap35,Dock1,Ppp1r12b,Col6a5","04510","Focal adhesion","Cellular community - eukaryotes","Cellular Processes"
"05205","Proteoglycans in cancer",204,18,0.0882352941176471,2.50564705882353,4.14824039306271,0.000311396261429157,0.0165364103362135,"Smo,Tiam1,Ctnnb1,Frs2,Hif1a,Myc,Itgb5,Smad2,Plce1,Wnt2b,Hspg2,Mtor,Itpr1,Gab1,Cbl,Ptpn11,Arhgef12,Ppp1r12b","05205","Proteoglycans in cancer","Cancer: overview","Human Diseases"
"04518","Integrin signaling",153,15,0.0980392156862745,2.7840522875817,4.24640348361415,0.000319030424492864,0.0165364103362135,"Itgae,Ctnnb1,Itgb4,Gsk3b,Itgb5,Pdgfrb,Flnb,Itga7,Lamb3,Tln1,Mtor,Parva,Pdgfd,Fras1,Col6a5","04518","Integrin signaling","Signaling molecules and interaction","Environmental Information Processing"
"05215","Prostate cancer",107,11,0.102803738317757,2.91935202492212,3.81210533577871,0.00133586508496499,0.0593505773463015,"Tmprss2,Folh1,Ikbkg,Ctnnb1,Gsk3b,Pdgfrb,Casp9,Mtor,Pdgfd,Atf4,Ep300","05215","Prostate cancer","Cancer: specific types","Human Diseases"
"04392","Hippo signaling pathway - multiple species",27,5,0.185185185185185,5.25876543209877,4.23294210180047,0.00224382148848477,0.0841447031338334,"Nf2,Csnk1e,Wwtr1,Rassf6,Dchs1","04392","Hippo signaling pathway - multiple species","Signal transduction","Environmental Information Processing"
"05226","Gastric cancer",150,13,0.0866666666666667,2.46110222222222,3.442961270125,0.00243505571769936,0.0841447031338334,"Jup,Ctnnb1,Tgfb3,Gadd45g,Myc,Gsk3b,Smad2,Wnt2b,Mtor,Lrp6,Gab1,Abcb1a,Ctnna3","05226","Gastric cancer","Cancer: specific types","Human Diseases"
"05412","Arrhythmogenic right ventricular cardiomyopathy",86,9,0.104651162790698,2.97181395348837,3.50753001165473,0.0031802668967915,0.0989063004902155,"Jup,Ctnnb1,Sgcd,Itgb4,Itgb5,Itga7,Atp2a2,Sspn,Ctnna3","05412","Arrhythmogenic right ventricular cardiomyopathy","Cardiovascular disease","Human Diseases"
"04910","Insulin signaling pathway",140,12,0.0857142857142857,2.43405714285714,3.26309451490991,0.00385963771581992,0.102079806307279,"Gsk3b,Rhoq,Sorbs1,Fasn,Rptor,Pck1,Mtor,Pygb,Cbl,Hk1,Prkci,Rapgef1","04910","Insulin signaling pathway","Endocrine system","Organismal Systems"
"04810","Regulation of actin cytoskeleton",235,17,0.0723404255319149,2.05427517730496,3.12218764004718,0.00393877066137409,0.102079806307279,"Tiam1,Itgae,Itgb4,Myh10,C6,Myh9,Pak2,Itgb5,Pdgfrb,Itga7,Wasf2,Pdgfd,Pip5k1c,Arhgap35,Dock1,Arhgef12,Ppp1r12b","04810","Regulation of actin cytoskeleton","Cell motility","Cellular Processes"
"04520","Adherens junction",92,9,0.0978260869565217,2.778,3.27216567010196,0.00499881841360106,0.119587117433071,"Ctnnb1,Sorbs1,Wasf2,Wasf3,Tjp1,Cdh5,Ctnnd1,Ep300,Ctnna3","04520","Adherens junction","Cellular community - eukaryotes","Cellular Processes"
