"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","ko","Level3","Level2","Level1","Description"
"00562","Inositol phosphate metabolism",77,4,0.051948051948052,6.07906379334951,4.1525449432583,0.00419899812990164,0.439877588588105,"Pip4k2b,Plce1,Pi4k2b,Itpkb","00562","Inositol phosphate metabolism","Carbohydrate metabolism","Metabolism","Inositol phosphate metabolism"
"00514","Other types of O-glycan biosynthesis",43,3,0.0697674418604651,8.16432404804498,4.3701618962364,0.00582006807603636,0.439877588588105,"Galnt10,Galnt16,Gxylt2","00514","Other types of O-glycan biosynthesis","Glycan biosynthesis and metabolism","Metabolism","Other types of O-glycan biosynthesis"
"04070","Phosphatidylinositol signaling system",96,4,0.0416666666666667,4.87591575091575,3.54148873271227,0.0091198846086891,0.439877588588105,"Pip4k2b,Plce1,Pi4k2b,Itpkb","04070","Phosphatidylinositol signaling system","Signal transduction","Environmental Information Processing","Phosphatidylinositol signaling system"
"04137","Mitophagy - animal",100,4,0.04,4.68087912087912,3.43328454046448,0.0104919372258834,0.439877588588105,"Tbk1,Rabgef1,Gabarapl1,Amfr","04137","Mitophagy - animal","Transport and catabolism","Cellular Processes","Mitophagy - animal"
"04014","Ras signaling pathway",237,6,0.0253164556962025,2.96258172207539,2.83660413538393,0.0158019350642887,0.439877588588105,"Tbk1,Plce1,Brap,Fgfr2,Ptpn11,Flt3l","04014","Ras signaling pathway","Signal transduction","Environmental Information Processing","Ras signaling pathway"
"00561","Glycerolipid metabolism",63,3,0.0476190476190476,5.57247514390372,3.3792441589046,0.0165742841007862,0.439877588588105,"Plpp1,Plpp5,Lipg","00561","Glycerolipid metabolism","Lipid metabolism","Metabolism","Glycerolipid metabolism"
"04310","Wnt signaling pathway",175,5,0.0285714285714286,3.34348508634223,2.90194262862225,0.0169183687918502,0.439877588588105,"Rspo3,Wif1,Nkd2,Rspo1,Gpc4","04310","Wnt signaling pathway","Signal transduction","Environmental Information Processing","Wnt signaling pathway"
"00512","Mucin type O-glycan biosynthesis",32,2,0.0625,7.31387362637363,3.32073220605401,0.0303428211450501,0.69029918104989,"Galnt10,Galnt16","00512","Mucin type O-glycan biosynthesis","Glycan biosynthesis and metabolism","Metabolism","Mucin type O-glycan biosynthesis"
"04151","PI3K-Akt signaling pathway",368,7,0.0190217391304348,2.22596153846154,2.22201488446547,0.037772478265717,0.702470717572021,"Itga3,Col2a1,Artn,Fgfr2,Lpar4,Creb5,Flt3l","04151","PI3K-Akt signaling pathway","Signal transduction","Environmental Information Processing","PI3K-Akt signaling pathway"
"04072","Phospholipase D signaling pathway",149,4,0.0268456375838926,3.14152961132827,2.44391702650768,0.0385972921742869,0.702470717572021,"Plpp1,Dnm1,Ptpn11,Lpar4","04072","Phospholipase D signaling pathway","Signal transduction","Environmental Information Processing","Phospholipase D signaling pathway"
"05202","Transcriptional misregulation in cancer",226,5,0.0221238938053097,2.58898181464553,2.24150992475335,0.0440677750623372,0.729121369213216,"Etv4,Cdkn2c,Prom1,Lyl1,Hoxa11","05202","Transcriptional misregulation in cancer","Cancer: overview","Human Diseases","Transcriptional misregulation in cancer"
