"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","Description"
"GO:0030198","extracellular matrix organization",323,17,0.0526315789473684,3.59207036158034,5.71661315019718,6.56305302507197e-06,0.00137599154084029,"Fap,Col6a1,Plod3,Nid1,Aplp1,Gfod2,Lama2,Adamdec1,Rb1,Col5a2,Fn1,Lamc1,Dpt,Tmem38b,Qsox1,Vhl,Ndnf","extracellular matrix organization"
"GO:0045229","external encapsulating structure organization",324,17,0.0524691358024691,3.58098372466189,5.70107920314146,6.83532794877539e-06,0.00137599154084029,"Fap,Col6a1,Plod3,Nid1,Aplp1,Gfod2,Lama2,Adamdec1,Rb1,Col5a2,Fn1,Lamc1,Dpt,Tmem38b,Qsox1,Vhl,Ndnf","external encapsulating structure organization"
"GO:0043062","extracellular structure organization",325,17,0.0523076923076923,3.56996531320139,5.68560642152856,7.11768850010497e-06,0.00137599154084029,"Fap,Col6a1,Plod3,Nid1,Aplp1,Gfod2,Lama2,Adamdec1,Rb1,Col5a2,Fn1,Lamc1,Dpt,Tmem38b,Qsox1,Vhl,Ndnf","extracellular structure organization"
"GO:1901888","regulation of cell junction assembly",325,17,0.0523076923076923,3.56996531320139,5.68560642152856,7.11768850010497e-06,0.00137599154084029,"Dmtn,Enpp2,Nedd4l,Vldlr,Src,Gpc4,Srpx2,Ntng2,Lzts1,Cldn5,Pkp2,Fmn1,Oxtr,Map1b,Ntrk2,Hopx,Lrrtm1","regulation of cell junction assembly"
"GO:0006953","acute-phase response",53,7,0.132075471698113,9.01406336019218,7.12173839113605,1.18366032138408e-05,0.00220024243586509,"Lbp,Serpina3n,Fn1,Hp,Ptger3,Saa3,Serpina1a","acute-phase response"
"GO:0010810","regulation of cell-substrate adhesion",242,14,0.0578512396694215,3.94830874454699,5.61927407170963,1.50010661111386e-05,0.00258929116125474,"Nid1,Arpc2,Dmtn,Dab2,Enpp2,Men1,Fn1,Src,Serpine1,Ajap1,Pkp2,Fmn1,Ndnf,Fbln2","regulation of cell-substrate adhesion"
"GO:0071560","cellular response to transforming growth factor beta stimulus",287,15,0.0522648083623693,3.56703851237072,5.33281630372959,2.47552885160202e-05,0.00385942933541695,"Dnmt1,Htra1,Ptprk,Dab2,Ltbp3,Men1,Src,Htra3,Il13ra2,Lrg1,Serpine1,Pmepa1,Cldn5,Sox5,Dand5","cellular response to transforming growth factor beta stimulus"
"GO:2001044","regulation of integrin-mediated signaling pathway",25,5,0.2,13.6498673740053,7.71639805405456,2.74453021622716e-05,0.00414509829219558,"Nid1,Lama2,Dab2,Lamc1,Serpine1","regulation of integrin-mediated signaling pathway"
"GO:0071559","response to transforming growth factor beta",296,15,0.0506756756756757,3.4585812603054,5.18788737673958,3.5343430571249e-05,0.00498980089167489,"Dnmt1,Htra1,Ptprk,Dab2,Ltbp3,Men1,Src,Htra3,Il13ra2,Lrg1,Serpine1,Pmepa1,Cldn5,Sox5,Dand5","response to transforming growth factor beta"
"GO:2001046","positive regulation of integrin-mediated signaling pathway",15,4,0.266666666666667,18.1998231653404,8.12538218235023,5.44879061927279e-05,0.00693000133235405,"Nid1,Lama2,Dab2,Lamc1","positive regulation of integrin-mediated signaling pathway"
"GO:0031589","cell-substrate adhesion",383,17,0.0443864229765013,3.02934393417872,4.87931900354476,5.75107860734984e-05,0.00712691356649277,"Nid1,Arpc2,Cd34,Ptprk,Dmtn,Dab2,Enpp2,Men1,Fn1,Lamc1,Src,Serpine1,Ajap1,Pkp2,Fmn1,Ndnf,Fbln2","cell-substrate adhesion"
"GO:0110011","regulation of basement membrane organization",6,3,0.5,34.1246684350133,9.89521796439795,6.04016199218692e-05,0.00729802572705985,"Nid1,Lama2,Lamc1","regulation of basement membrane organization"
"GO:0098528","skeletal muscle fiber differentiation",16,4,0.25,17.0623342175066,7.83702586644633,7.18121501745203e-05,0.0078879118589422,"Col6a1,Hdac9,Tbx1,Nln","skeletal muscle fiber differentiation"
"GO:0002526","acute inflammatory response",123,9,0.0731707317073171,4.99385391731901,5.41418175535683,8.57910854839081e-05,0.00921396258097173,"Lbp,Serpina3n,C3,Fn1,Hp,Ptger3,Saa3,Adora1,Serpina1a","acute inflammatory response"
"GO:1902809","regulation of skeletal muscle fiber differentiation",7,3,0.428571428571429,29.2497158014399,9.11527435171758,0.000104552803162305,0.0103123203608861,"Hdac9,Tbx1,Nln","regulation of skeletal muscle fiber differentiation"
"GO:0009895","negative regulation of catabolic process",407,17,0.0417690417690418,2.85070940243354,4.58928796031538,0.000120249225109841,0.011276964230812,"Hfe,Phax,Dedd,Fn1,Pkp1,Zcchc17,Azin2,Qsox1,Adra2a,Usp36,Vhl,Lzts1,Upf3a,Dap,Adora1,Adra1a,Lep","negative regulation of catabolic process"
