"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","Description"
"GO:0032543","mitochondrial translation",128,19,0.1484375,5.82209889481707,8.84617880836313,6.71773281136219e-10,1.21725318541883e-06,"Mrpl32,Mrpl22,Mrpl13,Mrpl30,Gatb,Mrps15,Mrpl48,Mrps17,Mrpl41,Mrpl55,Mrpl50,Mrps16,Mrpl35,Mrps21,Mrpl18,Mrps14,Mrps9,Mrpl42,Dap3","mitochondrial translation"
"GO:0140053","mitochondrial gene expression",168,21,0.125,4.90282012195122,8.20894457569903,2.15977873659969e-09,2.93513930303898e-06,"Kansl3,Mrpl32,Mrpl22,Mrpl13,Mrpl30,Gatb,Mrps15,Mrpl48,Mrps17,Mrpl41,Mrpl55,Mrpl50,Mterf2,Mrps16,Mrpl35,Mrps21,Mrpl18,Mrps14,Mrps9,Mrpl42,Dap3","mitochondrial gene expression"
"GO:0002181","cytoplasmic translation",214,23,0.107476635514019,4.21550888990198,7.64014967875912,7.23087785837027e-09,6.55117533968347e-06,"Mcts1,Rps11,Slbp,Rps18,Rps25,Rpl15,Rwdd1,Rps3a1,Eif3i,Eif2b1,Rpl6,Rps3,Rpsa,Rpl10a,Rpl22l1,Rps2,Rpl29,Rpl32,Rpl18,Rps17,Rpl34,Rpl7a,Ang","cytoplasmic translation"
"GO:0098869","cellular oxidant detoxification",81,11,0.135802469135802,5.32652062631737,6.30808637798617,6.53941359046675e-06,0.00253916087698409,"Cp,Prdx2,Fbln5,Gpx8,Prdx4,Txn1,Prxl2b,Ccs,Gpx2,Gpx1,Duox2","cellular oxidant detoxification"
"GO:0045454","cell redox homeostasis",35,7,0.2,7.84451219512195,6.55395982982123,2.44962350325746e-05,0.00700334064831531,"Prdx2,Txn2,Git1,Prdx4,Txn1,Glrx3,Gpx1","cell redox homeostasis"
"GO:0140236","translation at presynapse",49,8,0.163265306122449,6.40368342458935,6.12397677389914,3.06644564420944e-05,0.00763160258656946,"Rps11,Rpl15,Rpl6,Rpl10a,Rpl29,Rpl32,Rpl34,Rpl7a","translation at presynapse"
"GO:0002275","myeloid cell activation involved in immune response",113,12,0.106194690265487,4.16522771422405,5.45420691559758,3.22897092514896e-05,0.00763160258656946,"Fcer1a,Abr,Vamp2,Ms4a2,Il33,Stxbp1,Dysf,Scn11a,Mrgprb2,Cd177,Mrgprb1,Mrgprx2","myeloid cell activation involved in immune response"
"GO:0140241","translation at synapse",50,8,0.16,6.27560975609756,6.03964924591533,3.56970327170112e-05,0.00776196279398691,"Rps11,Rpl15,Rpl6,Rpl10a,Rpl29,Rpl32,Rpl34,Rpl7a","translation at synapse"
"GO:0140242","translation at postsynapse",50,8,0.16,6.27560975609756,6.03964924591533,3.56970327170112e-05,0.00776196279398691,"Rps11,Rpl15,Rpl6,Rpl10a,Rpl29,Rpl32,Rpl34,Rpl7a","translation at postsynapse"
"GO:0006979","response to oxidative stress",436,26,0.0596330275229358,2.33896005817856,4.56093278378006,6.29138436599605e-05,0.0122142733619838,"Prdx2,Slc4a1,Met,Thg1l,Endog,Pcgf2,Atox1,Rwdd1,Rack1,Fbln5,Gpx8,Camk2g,Psmb5,Prdx4,Casp6,Txn1,Rps3,Ucp1,Ccs,Ncoa7,Gpx2,Cdkn2a,Zfp277,Gpx1,Romo1,Duox2","response to oxidative stress"
"GO:0043299","leukocyte degranulation",91,10,0.10989010989011,4.31017153578129,5.11649103194565,0.000108838415526736,0.019561281857871,"Fcer1a,Abr,Vamp2,Ms4a2,Stxbp1,Scn11a,Mrgprb2,Cd177,Mrgprb1,Mrgprx2","leukocyte degranulation"
"GO:0072593","reactive oxygen species metabolic process",256,18,0.0703125,2.75783631859756,4.57194930313879,0.000111552563942973,0.019561281857871,"Prdx2,Met,Fbln5,Ndufs4,Cbs,Prdx4,Txn1,Ptgr1,Ndufc2,Ucp1,Ccs,Il18,Cbr1,Cd177,Gpx1,Romo1,Duox2,Clec7a","reactive oxygen species metabolic process"
"GO:1990748","cellular detoxification",112,11,0.0982142857142857,3.85221581010453,4.89294513461769,0.000138962380293002,0.0225029530839443,"Cp,Prdx2,Fbln5,Gpx8,Prdx4,Txn1,Prxl2b,Ccs,Gpx2,Gpx1,Duox2","cellular detoxification"
"GO:0016072","rRNA metabolic process",261,18,0.0689655172413793,2.70500420521447,4.47807459640361,0.000142208113396366,0.0225029530839443,"C1d,Nhp2,Rps25,Utp23,Rpp30,Nop10,Exosc9,Polr1d,Lsm6,Gtf2h5,Mettl18,Cdkn2a,Fbl,Npm3,Rps17,Rpl7a,Ang,Pin4","rRNA metabolic process"
"GO:0006364","rRNA processing",217,16,0.0737327188940092,2.89198606271777,4.52708446661761,0.000153493086783083,0.0225510383716983,"C1d,Nhp2,Rps25,Utp23,Rpp30,Nop10,Exosc9,Lsm6,Gtf2h5,Mettl18,Cdkn2a,Fbl,Npm3,Rps17,Rpl7a,Pin4","rRNA processing"
"GO:0098754","detoxification",133,12,0.0902255639097744,3.5388776820099,4.74815214518789,0.00015810169616655,0.0226168636937202,"Cp,Prdx2,Fbln5,Gpx8,Prdx4,Txn1,Prxl2b,Ccs,Oscp1,Gpx2,Gpx1,Duox2","detoxification"
"GO:0062197","cellular response to chemical stress",362,22,0.0607734806629834,2.38369155100391,4.28846650379725,0.000172886278972906,0.0233411711359168,"Prdx2,Met,Endog,Nlk,Pcgf2,Rwdd1,Rack1,Fbln5,Gpx8,Mlst8,Txn1,Rps3,Ucp1,Dysf,Ccs,Ncoa7,Cdkn2a,Lrrc8c,Zfp277,Gpx1,Romo1,Ang","cellular response to chemical stress"
"GO:0009145","purine nucleoside triphosphate biosynthetic process",115,11,0.0956521739130435,3.75172322375398,4.78363518569491,0.000175915760144481,0.0233411711359168,"Ndufa1,Nme2,Ndufs4,Ndufv2,Nme4,Ndufb3,Ndufb5,Ndufc2,Adk,Tmsb4x,Ndufs8","purine nucleoside triphosphate biosynthetic process"
"GO:0099612","protein localization to axon",12,4,0.333333333333333,13.0741869918699,6.76677111659282,0.000176046360664567,0.0233411711359168,"Cntnap2,Trim46,Cntn2,Cope","protein localization to axon"
"GO:0045333","cellular respiration",367,22,0.0599455040871935,2.35121618927361,4.21705362535733,0.00020963710170278,0.024499905763757,"Eno2,Slc4a1,Cox4i2,Git1,Ndufa1,Uqcrb,Pdhb,Ndufs4,Mpc1,Ndufv2,Mlst8,Ndufb3,Ndufb5,Ndufc2,Cox7a2,Tkfc,Cox6b1,Prdm16,Pm20d1,Mtln,Ndufs8,Bloc1s1","cellular respiration"
"GO:0000302","response to reactive oxygen species",223,16,0.0717488789237668,2.81417477851909,4.4010208670754,0.000209683865223557,0.024499905763757,"Prdx2,Slc4a1,Met,Endog,Pcgf2,Rack1,Fbln5,Casp6,Txn1,Rps3,Ucp1,Ccs,Cdkn2a,Zfp277,Gpx1,Romo1","response to reactive oxygen species"
"GO:0042254","ribosome biogenesis",318,20,0.0628930817610063,2.46682773431508,4.25720743484488,0.000214985778148625,0.024499905763757,"C1d,Nhp2,Rps11,Rps25,Utp23,Rpp30,Nop10,Exosc9,Rps3a1,Lsm6,Nip7,Rpsa,Gtf2h5,Mettl18,Cdkn2a,Fbl,Npm3,Rps17,Rpl7a,Pin4","ribosome biogenesis"
"GO:0045055","regulated exocytosis",270,18,0.0666666666666667,2.61483739837398,4.31452553452508,0.000216334708730746,0.024499905763757,"Cacna1e,Fcer1a,Git1,Abr,Vamp2,Ms4a2,Stxbp1,Snap25,Pfn2,Syde1,Scn11a,Mrgprb2,Sv2c,Cd177,Sv2b,Mrgprb1,Mrgprx2,Cdk5r2","regulated exocytosis"
"GO:0006836","neurotransmitter transport",252,17,0.0674603174603175,2.64596641502129,4.24707700715339,0.000279397152208702,0.0303760583881301,"Cacna1e,Git1,Slc6a4,Vamp2,Stxbp1,Snap25,Pfn2,Nos1,Slc17a6,Syde1,Snap91,Gpr158,Sv2c,Sv2b,Slc6a2,Per2,Slc17a7","neurotransmitter transport"
