"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","ko","Level3","Level2","Level1","Description"
"04710","Circadian rhythm",34,8,0.235294117647059,7.83014705882353,7.02084500465981,5.58977889594936e-06,0.00176637013112,"Nr1d1,Nr1d2,Prkaa2,Bhlhe40,Bhlhe41,Rora,Rorb,Dbp","04710","Circadian rhythm","Environmental adaptation","Organismal Systems","Circadian rhythm"
"04151","PI3K-Akt signaling pathway",368,26,0.0706521739130435,2.351171875,4.64297877304149,4.53355281846718e-05,0.00473301388686366,"Vwf,Stk11,Akt2,Igf1r,Rxra,Myb,Ppp2ca,Flt4,Pik3cg,Pik3r5,Fgf10,Vegfa,Bcl2l11,Tlr2,Nfkb1,Prkaa2,Hgf,Casp9,Spp1,Col4a6,Tnxb,Pik3r6,Pkn1,Eif4b,Kdr,Gm2436","04151","PI3K-Akt signaling pathway","Signal transduction","Environmental Information Processing","PI3K-Akt signaling pathway"
"04919","Thyroid hormone signaling pathway",120,13,0.108333333333333,3.60513020833333,5.05133727091944,6.20560489669978e-05,0.00473301388686366,"Akt2,Rxra,Ncor1,Esr1,Ncoa1,Thrb,Bmp4,Stat1,Notch1,Casp9,Tbc1d4,Wnt4,Prkcb","04919","Thyroid hormone signaling pathway","Endocrine system","Organismal Systems","Thyroid hormone signaling pathway"
"04062","Chemokine signaling pathway",194,17,0.0876288659793814,2.9161243556701,4.74069930141005,7.48894602351844e-05,0.00473301388686366,"Ccl3,Hck,Akt2,Cdc42,Dock2,Pik3cg,Pik3r5,Ccl25,Grk2,Stat1,Nfkb1,Was,Rac2,Vav1,Prex1,Pik3r6,Prkcb","04062","Chemokine signaling pathway","Immune system","Organismal Systems","Chemokine signaling pathway"
"05205","Proteoglycans in cancer",204,17,0.0833333333333333,2.77317708333333,4.50083241940417,0.000139117159644154,0.00732683707459211,"Akt2,Ptpn6,Igf1r,Cdc42,Esr1,Fzd6,Hcls1,Vegfa,Tlr2,Hgf,Ank1,Vav1,Wnt4,Prkcb,Rras2,Eif4b,Kdr","05205","Proteoglycans in cancer","Cancer: overview","Human Diseases","Proteoglycans in cancer"
"04518","Integrin signaling",153,14,0.0915032679738562,3.04505718954248,4.48455271609879,0.000204423834636889,0.0084377879386926,"Vwf,Akt2,Igf1r,Cdc42,Flt4,Vegfa,Fermt3,Hgf,Spp1,Itgal,Col4a6,Rac2,Tnxb,Kdr","04518","Integrin signaling","Signaling molecules and interaction","Environmental Information Processing","Integrin signaling"
"04921","Oxytocin signaling pathway",154,14,0.0909090909090909,3.02528409090909,4.45589513778926,0.000218886890805394,0.0084377879386926,"Trpm2,Pik3cg,Cacng1,Pik3r5,Cacna1s,Npr1,Prkaa2,Ryr1,Cacna1f,Ptgs2,Eef2k,Pik3r6,Prkcb,Cacnb2","04921","Oxytocin signaling pathway","Endocrine system","Organismal Systems","Oxytocin signaling pathway"
"05225","Hepatocellular carcinoma",175,15,0.0857142857142857,2.85241071428571,4.34890474692946,0.000251516694484228,0.0084377879386926,"Akt2,Hmox1,Igf1r,Fzd6,Smarcc2,Hgf,Brd7,Smarca4,Gstt2,Wnt4,Frat2,Prkcb,Frat1,Arid1b,Gsta1","05225","Hepatocellular carcinoma","Cancer: specific types","Human Diseases","Hepatocellular carcinoma"
"04010","MAPK signaling pathway",299,21,0.0702341137123746,2.33725961538462,4.12820276375484,0.000267018605654829,0.0084377879386926,"Daxx,Relb,Rps6ka1,Akt2,Igf1r,Cdc42,Flt4,Cacng1,Fgf10,Vegfa,Cacna1s,Rasgrp1,Dusp2,Nfkb1,Hgf,Cacna1f,Rac2,Prkcb,Rras2,Cacnb2,Kdr","04010","MAPK signaling pathway","Signal transduction","Environmental Information Processing","MAPK signaling pathway"
"04370","VEGF signaling pathway",58,8,0.137931034482759,4.59008620689655,4.82536602036793,0.000315235596874679,0.00905585896476349,"Akt2,Cdc42,Vegfa,Casp9,Ptgs2,Rac2,Prkcb,Kdr","04370","VEGF signaling pathway","Signal transduction","Environmental Information Processing","VEGF signaling pathway"
"04022","cGMP-PKG signaling pathway",172,14,0.0813953488372093,2.70868459302326,3.97637675782736,0.000676605173074264,0.0166462107582404,"Mef2d,Akt2,Kcnmb1,Pik3cg,Pik3r5,Ednrb,Cacna1s,Npr1,Mef2a,Cacna1f,Atp2b3,Pik3r6,Agtr1a,Prkg1","04022","cGMP-PKG signaling pathway","Signal transduction","Environmental Information Processing","cGMP-PKG signaling pathway"
"04020","Calcium signaling pathway",255,18,0.0705882352941176,2.34904411764706,3.83782138285018,0.000684812467902293,0.0166462107582404,"Ptger1,Flt4,P2rx1,Fgf10,Ednrb,Vegfa,Cacna1s,Hgf,Tacr1,Ryr1,Cacna1f,Phka2,Atp2b3,Hrh2,Sln,Agtr1a,Prkcb,Kdr","04020","Calcium signaling pathway","Signal transduction","Environmental Information Processing","Calcium signaling pathway"
