"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","ko","Level3","Level2","Level1","Description"
"04514","Cell adhesion molecule (CAM) interaction",181,6,0.0331491712707182,5.43085422864428,4.7115160701794,0.00079841069486855,0.0839683103149751,"Cd2,Itgam,Cd226,Cldn11,Slitrk4,Cldn23","04514","Cell adhesion molecules","Signaling molecules and interaction","Environmental Information Processing","Cell adhesion molecule (CAM) interaction"
"04710","Circadian rhythm",34,3,0.0882352941176471,14.4556561085973,6.15814800312435,0.00113470689614831,0.0839683103149751,"Per3,Per2,Nfil3","04710","Circadian rhythm","Environmental adaptation","Organismal Systems","Circadian rhythm"
"04517","IgSF CAM signaling",300,7,0.0233333333333333,3.82271794871795,3.88637498993091,0.00225685165537979,0.111338014998736,"Dok2,Cd2,Itgam,Clmp,Cd226,Cd84,Slitrk4","04517","IgSF CAM signaling","Signaling molecules and interaction","Environmental Information Processing","IgSF CAM signaling"
"04062","Chemokine signaling pathway",194,5,0.0257731958762887,4.22244250594766,3.5496849388053,0.00650416486647429,0.211611007572365,"Grk5,Ccl9,Dock2,Shc2,Cxcr2","04062","Chemokine signaling pathway","Immune system","Organismal Systems","Chemokine signaling pathway"
"00531","Glycosaminoglycan degradation",21,2,0.0952380952380952,15.6029304029304,5.24915834552432,0.00714902052609343,0.211611007572365,"Gusb,Glb1","00531","Glycosaminoglycan degradation","Glycan biosynthesis and metabolism","Metabolism","Glycosaminoglycan degradation"
"04142","Lysosome",136,4,0.0294117647058824,4.81855203619909,3.51213029424994,0.00944511198643283,0.232979428998676,"Ctsd,Cd68,Gusb,Glb1","04142","Lysosome","Transport and catabolism","Cellular Processes","Lysosome"
"04721","Synaptic vesicle cycle",77,3,0.038961038961039,6.38301698301698,3.71499573329567,0.0115167671244787,0.243497362060407,"Snap25,Slc17a6,Slc17a7","04721","Synaptic vesicle cycle","Nervous system","Organismal Systems","Synaptic vesicle cycle"
"00512","Mucin type O-glycan biosynthesis",32,2,0.0625,10.2394230769231,4.1018966943696,0.016174180506669,0.272940003683531,"Galnt14,Galnt12","00512","Mucin type O-glycan biosynthesis","Glycan biosynthesis and metabolism","Metabolism","Mucin type O-glycan biosynthesis"
"04512","ECM-receptor interaction",89,3,0.0337078651685393,5.52238547968885,3.35734836035551,0.016981141384213,0.272940003683531,"Hmmr,Thbs1,Sv2c","04512","ECM-receptor interaction","Signaling molecules and interaction","Environmental Information Processing","ECM-receptor interaction"
"04610","Complement and coagulation cascades",94,3,0.0319148936170213,5.22864157119476,3.22701858735259,0.019618446185763,0.272940003683531,"Itgam,C5ar1,Serpina1d","04610","Complement and coagulation cascades","Immune system","Organismal Systems","Complement and coagulation cascades"
"00670","One carbon pool by folate",37,2,0.0540540540540541,8.85571725571726,3.75105877568557,0.0212986039560853,0.272940003683531,"Cth,Bhmt","00670","One carbon pool by folate","Metabolism of cofactors and vitamins","Metabolism","One carbon pool by folate"
"00260","Glycine, serine and threonine metabolism",40,2,0.05,8.19153846153846,3.57092198715994,0.0246548536696246,0.272940003683531,"Cth,Bhmt","00260","Glycine, serine and threonine metabolism","Amino acid metabolism","Metabolism","Glycine, serine and threonine metabolism"
"05033","Nicotine addiction",40,2,0.05,8.19153846153846,3.57092198715994,0.0246548536696246,0.272940003683531,"Slc17a6,Slc17a7","05033","Nicotine addiction","Substance dependence","Human Diseases","Nicotine addiction"
"05219","Bladder cancer",41,2,0.0487804878048781,7.99174484052533,3.51500969646449,0.0258186489970908,0.272940003683531,"E2f1,Thbs1","05219","Bladder cancer","Cancer: specific types","Human Diseases","Bladder cancer"
"00514","Other types of O-glycan biosynthesis",43,2,0.0465116279069767,7.62003577817531,3.4086666925349,0.0282119677204857,0.278358081508793,"Galnt14,Galnt12","00514","Other types of O-glycan biosynthesis","Glycan biosynthesis and metabolism","Metabolism","Other types of O-glycan biosynthesis"
"04670","Leukocyte transendothelial migration",119,3,0.0252100840336134,4.13018745959922,2.69088678754257,0.0360179000397568,0.33316557536775,"Itgam,Cldn11,Cldn23","04670","Leukocyte transendothelial migration","Immune system","Organismal Systems","Leukocyte transendothelial migration"
"03272","Virion - Hepatitis viruses",52,2,0.0384615384615385,6.30118343195266,3.00295497476833,0.0400077477528239,0.348302745142231,"Cldn11,Cldn23","03272","Virion - Hepatitis viruses","Information processing in viruses","Genetic Information Processing","Virion - Hepatitis viruses"
"00270","Cysteine and methionine metabolism",56,2,0.0357142857142857,5.8510989010989,2.85226872649066,0.0457520224943176,0.376183296064389,"Cth,Bhmt","00270","Cysteine and methionine metabolism","Amino acid metabolism","Metabolism","Cysteine and methionine metabolism"
"04915","Estrogen signaling pathway",134,3,0.0223880597014925,3.66785304247991,2.43542885700941,0.0483911392711633,0.376941505901693,"Ctsd,Shc2,Krt20","04915","Estrogen signaling pathway","Endocrine system","Organismal Systems","Estrogen signaling pathway"
