"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","Description"
"GO:0016055","Wnt signaling pathway",482,15,0.0311203319502075,3.52742793426801,5.28466614399877,2.75375788152604e-05,0.00610599914263707,"Itga3,Ifrd1,Rspo3,Wif1,Nxn,Nkd2,Ptk7,Myoc,Rspo1,Caprin2,Fgfr2,Gpc4,Amfr,Snai1,Cthrc1","Wnt signaling pathway"
"GO:0051216","cartilage development",239,10,0.0418410041841004,4.74259487954583,5.48412164812517,5.59737467097e-05,0.0103427045309146,"Osr2,Col2a1,Ecm1,Evc,Snx19,Lum,Hoxa11,Sox5,Snai1,Ptpn11","cartilage development"
"GO:0061448","connective tissue development",345,12,0.0347826086956522,3.94253974334419,5.19125123744597,6.19306176774864e-05,0.0108411175997537,"Ifrd1,Osr2,Col2a1,Ecm1,Evc,Snx19,Lum,Hoxa11,Sox5,Snai1,Ptpn11,Creb5","connective tissue development"
"GO:0002062","chondrocyte differentiation",131,7,0.0534351145038168,6.05676430036655,5.47426233455354,0.000167627927298885,0.020649277266522,"Osr2,Col2a1,Ecm1,Snx19,Hoxa11,Sox5,Ptpn11","chondrocyte differentiation"
"GO:0060272","embryonic skeletal joint morphogenesis",13,3,0.230769230769231,26.1572348356489,8.55959416773018,0.000181557330092382,0.0215664171388308,"Osr2,Col2a1,Hoxa11","embryonic skeletal joint morphogenesis"
"GO:0030111","regulation of Wnt signaling pathway",337,11,0.0326409495548961,3.69978692531929,4.70669634549192,0.000217320537801048,0.0249244175422857,"Itga3,Rspo3,Wif1,Nxn,Nkd2,Ptk7,Rspo1,Caprin2,Fgfr2,Amfr,Cthrc1","regulation of Wnt signaling pathway"
"GO:0072498","embryonic skeletal joint development",15,3,0.2,22.6696035242291,7.92012575256798,0.000285097352079174,0.0296323060317292,"Osr2,Col2a1,Hoxa11","embryonic skeletal joint development"
"GO:0010811","positive regulation of cell-substrate adhesion",151,7,0.0463576158940397,5.2545438632319,4.94684661760533,0.000399400948467657,0.0369002098500952,"Itga3,Myoc,Thy1,Triobp,Abi3bp,Ptpn11,Ndnf","positive regulation of cell-substrate adhesion"
"GO:0055091","phospholipid homeostasis",17,3,0.176470588235294,20.002591344908,7.39417391602472,0.000420561458451089,0.0378050651569816,"Tlcd1,Tlcd2,Lipg","phospholipid homeostasis"
"GO:0097061","dendritic spine organization",114,6,0.0526315789473684,5.96568513795502,5.01308067290105,0.000532823232755854,0.0446406733651902,"Itga3,Lrp8,Caprin2,Abhd17b,Nlgn1,Xlr4b","dendritic spine organization"
"GO:0071865","regulation of apoptotic process in bone marrow cell",5,2,0.4,45.3392070484581,9.35457323015939,0.000761480264991815,0.0562818524747284,"Fgfr2,Flt3l","regulation of apoptotic process in bone marrow cell"
"GO:0071866","negative regulation of apoptotic process in bone marrow cell",5,2,0.4,45.3392070484581,9.35457323015939,0.000761480264991815,0.0562818524747284,"Fgfr2,Flt3l","negative regulation of apoptotic process in bone marrow cell"
"GO:0001959","regulation of cytokine-mediated signaling pathway",169,7,0.0414201183431953,4.69488830383442,4.54657639697683,0.000780842145980049,0.0564582821202096,"Tbk1,Tjp2,Rabgef1,Ecm1,Oas1b,Casp4,Hspa1a","regulation of cytokine-mediated signaling pathway"
"GO:0007264","small GTPase-mediated signal transduction",461,12,0.0260303687635575,2.95049069729663,3.98684236892021,0.000864864153745658,0.0599278786532929,"Kctd10,Itga3,Rnd3,Arfgef3,Plce1,Rabgef1,Myoc,Brap,Adcyap1r1,Itpkb,Cdc42ep4,Dok7","small GTPase-mediated signal transduction"
"GO:0106027","neuron projection organization",126,6,0.0476190476190476,5.39752464862597,4.66840356823235,0.000901704560532754,0.0612054973128967,"Itga3,Lrp8,Caprin2,Abhd17b,Nlgn1,Xlr4b","neuron projection organization"
"GO:0060759","regulation of response to cytokine stimulus",179,7,0.0391061452513966,4.43260404105038,4.34785468497322,0.00109231186260717,0.0698659472121429,"Tbk1,Tjp2,Rabgef1,Ecm1,Oas1b,Casp4,Hspa1a","regulation of response to cytokine stimulus"
"GO:0071839","apoptotic process in bone marrow cell",6,2,0.333333333333333,37.7826725403818,8.50116415204948,0.00113557508026184,0.0712626927726583,"Fgfr2,Flt3l","apoptotic process in bone marrow cell"
"GO:0001955","blood vessel maturation",7,2,0.285714285714286,32.3851478917558,7.8350385428013,0.0015805623463746,0.0892406380962196,"Mmp2,Lyl1","blood vessel maturation"
"GO:1901890","positive regulation of cell junction assembly",141,6,0.0425531914893617,4.82331989877214,4.29489235087498,0.00160879698612613,0.0892406380962196,"Myoc,Thy1,Amigo3,Ptpn11,Nlgn1,Xlr4b","positive regulation of cell junction assembly"
"GO:0035024","negative regulation of Rho protein signal transduction",27,3,0.111111111111111,12.5942241801273,5.68670125994139,0.00169516473748847,0.0916099311771969,"Kctd10,Itga3,Myoc","negative regulation of Rho protein signal transduction"
"GO:0060348","bone development",253,8,0.0316205533596838,3.58412703940381,3.89698490963261,0.00190851765106857,0.0991832766789697,"Osr2,Col2a1,Tjp2,Myoc,Ecm1,Evc,Fgfr2,Hoxa11","bone development"
"GO:0035567","non-canonical Wnt signaling pathway",61,4,0.0655737704918033,7.43265689318986,4.7454737636379,0.00207725037693745,0.100850666969062,"Rspo3,Myoc,Rspo1,Cthrc1","non-canonical Wnt signaling pathway"
"GO:1904515","positive regulation of TORC2 signaling",8,2,0.25,28.3370044052863,7.29578951367184,0.00209517311740572,0.100850666969062,"Tbk1,Otud7b","positive regulation of TORC2 signaling"
"GO:0060070","canonical Wnt signaling pathway",317,9,0.028391167192429,3.21808251921233,3.74893670989438,0.00211537618988616,0.100850666969062,"Rspo3,Nkd2,Ptk7,Rspo1,Caprin2,Fgfr2,Amfr,Snai1,Cthrc1","canonical Wnt signaling pathway"
"GO:0051056","regulation of small GTPase mediated signal transduction",258,8,0.0310077519379845,3.51466721305877,3.82990142350524,0.00215508882586844,0.100955287814626,"Kctd10,Itga3,Arfgef3,Rabgef1,Myoc,Adcyap1r1,Itpkb,Dok7","regulation of small GTPase mediated signal transduction"
"GO:0060828","regulation of canonical Wnt signaling pathway",259,8,0.0308880308880309,3.50109706937901,3.81668376970794,0.00220727928443613,0.101964040278258,"Rspo3,Nkd2,Ptk7,Rspo1,Caprin2,Fgfr2,Amfr,Cthrc1","regulation of canonical Wnt signaling pathway"
"GO:1901888","regulation of cell junction assembly",325,9,0.0276923076923077,3.13886818027787,3.66095884768003,0.00250000750573386,0.110866999520944,"Samd4,Myoc,Gpc4,Thy1,Amigo3,Snai1,Ptpn11,Nlgn1,Xlr4b","regulation of cell junction assembly"
"GO:0042471","ear morphogenesis",155,6,0.0387096774193548,4.38766519823789,3.99105081292368,0.0025906051626153,0.112753721822873,"Osr2,Col2a1,Ptk7,Fgfr2,Triobp,Cthrc1","ear morphogenesis"
"GO:0061001","regulation of dendritic spine morphogenesis",65,4,0.0615384615384615,6.97526262283972,4.55063275671987,0.00262215418108246,0.112753721822873,"Lrp8,Caprin2,Nlgn1,Xlr4b","regulation of dendritic spine morphogenesis"
"GO:0006651","diacylglycerol biosynthetic process",9,2,0.222222222222222,25.1884483602545,6.84721692399767,0.00267815514852885,0.112753721822873,"Plpp1,Plce1","diacylglycerol biosynthetic process"
"GO:0061753","substrate localization to autophagosome",9,2,0.222222222222222,25.1884483602545,6.84721692399767,0.00267815514852885,0.112753721822873,"Gabarapl1,Stbd1","substrate localization to autophagosome"
"GO:0044703","multi-organism reproductive process",268,8,0.0298507462686567,3.38352291406404,3.70057506472053,0.00272304253338553,0.113210493325503,"Itga3,Dedd,Ndrg3,A2m,Tead4,Mmp2,Igfbp2,Nrk","multi-organism reproductive process"
"GO:0048704","embryonic skeletal system morphogenesis",109,5,0.0458715596330275,5.19945034959382,4.14511332398309,0.00284134782742474,0.115247839927009,"Osr2,Col2a1,Fgfr2,Hoxa11,Slc39a3","embryonic skeletal system morphogenesis"
"GO:0060999","positive regulation of dendritic spine development",69,4,0.0579710144927536,6.57089957224031,4.37161425133372,0.0032578290057174,0.12872912269904,"Lrp8,Caprin2,Nlgn1,Xlr4b","positive regulation of dendritic spine development"
"GO:0060174","limb bud formation",10,2,0.2,22.6696035242291,6.46612699427065,0.00332827270222835,0.12872912269904,"Col2a1,Fgfr2","limb bud formation"
"GO:0071864","positive regulation of cell proliferation in bone marrow",10,2,0.2,22.6696035242291,6.46612699427065,0.00332827270222835,0.12872912269904,"Fgfr2,Flt3l","positive regulation of cell proliferation in bone marrow"
"GO:0044706","multi-multicellular organism process",277,8,0.0288808664259928,3.27358895656738,3.58931102978896,0.00332853414074488,0.12872912269904,"Itga3,Dedd,Ndrg3,A2m,Tead4,Mmp2,Igfbp2,Nrk","multi-multicellular organism process"
"GO:0090263","positive regulation of canonical Wnt signaling pathway",114,5,0.043859649122807,4.97140428162918,4.00930979218524,0.00344635389124667,0.130256511844164,"Rspo3,Ptk7,Rspo1,Caprin2,Fgfr2","positive regulation of canonical Wnt signaling pathway"
"GO:0051894","positive regulation of focal adhesion assembly",35,3,0.0857142857142857,9.71554436752675,4.86780279645381,0.00360159604112046,0.133098982586296,"Myoc,Thy1,Ptpn11","positive regulation of focal adhesion assembly"
"GO:0061003","positive regulation of dendritic spine morphogenesis",35,3,0.0857142857142857,9.71554436752675,4.86780279645381,0.00360159604112046,0.133098982586296,"Lrp8,Caprin2,Xlr4b","positive regulation of dendritic spine morphogenesis"
"GO:0033687","osteoblast proliferation",36,3,0.0833333333333333,9.44566813509545,4.78407687117219,0.00390370027514958,0.141891440074996,"Osr2,Fgfr2,Cthrc1","osteoblast proliferation"
