"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","Description"
"GO:0007264","small GTPase-mediated signal transduction",461,42,0.0911062906724512,2.93387341552211,7.50065986967971,5.79157401507455e-10,6.62206213618389e-08,"Kctd10,Tiam1,Arhgef18,Bcr,Timp2,Arrb1,Csnk1e,Arhgap31,Itsn1,Rhoq,Mapre2,Pdgfrb,Plce1,Cdc42bpa,Lrp4,Ralgapb,Notch2,Arhgef2,Bcar3,Ephb2,Wasf2,Uso1,Sipa1l3,Stard8,Kank2,Dnm2,Arhgap44,Iqsec1,Cbl,Rapgef6,Mapkap1,Rap1gap2,Rapgef1,Iqsec2,Cdc42ep4,Arhgef11,Sipa1l1,Dok7,Arhgap35,Dock1,Arhgef12,Arfgef2","small GTPase-mediated signal transduction"
"GO:0051056","regulation of small GTPase mediated signal transduction",258,29,0.112403100775194,3.61968934035762,7.57082341558858,2.58566839062782e-09,2.37733739458295e-07,"Kctd10,Arhgef18,Bcr,Timp2,Arrb1,Csnk1e,Mapre2,Pdgfrb,Cdc42bpa,Lrp4,Ralgapb,Notch2,Arhgef2,Ephb2,Sipa1l3,Stard8,Kank2,Dnm2,Arhgap44,Iqsec1,Cbl,Mapkap1,Rap1gap2,Rapgef1,Iqsec2,Sipa1l1,Dok7,Arhgap35,Arfgef2","regulation of small GTPase mediated signal transduction"
"GO:0072583","clathrin-dependent endocytosis",50,13,0.26,8.37271589486859,9.34178752216278,2.78306106099735e-09,2.52278605472943e-07,"Gpr107,Ston2,Tnk2,Itsn1,Dnajc6,Sh3gl3,Dnm2,Ston1,Ap2b1,Cltc,Ubqln2,Ap2a1,Gak","clathrin-dependent endocytosis"
"GO:0048193","Golgi vesicle transport",300,31,0.103333333333333,3.3276178556529,7.25962389010199,5.65291623290551e-09,4.66438062499742e-07,"Trappc10,Golga2,Ykt6,Rbsn,Sptbn1,Llgl1,Sec23a,Dop1b,Vti1a,Ccdc93,Copa,Atp9a,Uso1,Copg1,Dnm2,Nsf,Mon2,Sec31a,Rab11fip3,Prkci,Sgsm2,Arfrp1,Kif16b,Sec24d,Dipk2a,Arf3,Gak,Mppe1,Sort1,Arfgef2,Ier3ip1","Golgi vesicle transport"
"GO:0016197","endosomal transport",293,30,0.102389078498294,3.29721025001388,7.07972851789857,1.22874689058522e-08,9.08990228483502e-07,"Trappc10,Rab5b,Ykt6,Nf2,Rbsn,Rab11fip4,Washc5,Itsn1,Vti1a,Ccdc93,Atp9a,Lrba,Dctn1,Vps26b,Dnajc13,Arhgap44,Heatr5a,Myo1d,Dennd5a,Rab11fip3,Vps13b,Sgsm2,Arfrp1,Kif16b,Heatr5b,Epg5,Reps2,Cltc,Clec16a,Sort1","endosomal transport"
"GO:0022411","cellular component disassembly",462,39,0.0844155844155844,2.71841425158071,6.67234376264806,1.9808330147828e-08,1.37082164334861e-06,"Golga2,Dusp3,Ndel1,Mrpl58,Noxo1,Mtres1,Sptbn1,Nemf,Sptb,Tgfb3,Dmtn,Myc,Svil,Mapre2,Oga,Fyco1,Stmn2,Arhgef2,Dnajc6,Plk3,Add1,Atp2a2,Mtpn,Dctn1,Cck,Hemk1,Specc1l,Ston1,Nsf,Iqsec1,Epg5,Gcn1,Cltc,Bbof1,Sptan1,Gspt1,Gak,Pym1,Clec16a","cellular component disassembly"
"GO:0016482","cytosolic transport",132,19,0.143939393939394,4.63524481359275,7.4960522579564,2.77162655845951e-08,1.8202233194128e-06,"Trappc10,Ykt6,Rbsn,Dop1b,Vti1a,Atp9a,Dctn1,Vps26b,Mon2,Heatr5a,Dennd5a,Sgsm2,Arfrp1,Kif16b,Heatr5b,Cltc,Gak,Kif1b,Sort1","cytosolic transport"
"GO:0031032","actomyosin structure organization",224,25,0.111607142857143,3.59405730377257,6.98067454811816,3.70602546943531e-08,2.31572620595006e-06,"Luzp1,Arhgef18,Nf2,Arrb1,Epb41l2,Myh10,Tgfb3,Cdc42bpb,Myh9,Plec,Pak2,Itgb5,Pdgfrb,Sorbs1,Cflar,Ppm1f,Cdc42bpa,Casq2,Wasf2,Mtor,Tjp1,Kank2,Dnm2,Arhgef5,Ep300","actomyosin structure organization"
"GO:0150115","cell-substrate junction organization",112,17,0.151785714285714,4.8879179331307,7.38190554087455,6.68700160102728e-08,3.87725606344248e-06,"Dusp3,Bcr,Ptprk,Itgb4,Dmtn,Myh9,Plec,Mapre2,Sorbs1,Dst,Ppm1f,Tln1,Cdh11,Ston1,Iqsec1,Ptpn11,Tns1","cell-substrate junction organization"
"GO:0007015","actin filament organization",478,37,0.0774058577405858,2.4926817517713,5.89723283965616,4.02250608531227e-07,2.02256634102108e-05,"Luzp1,Arhgef18,Nf2,Arrb1,Sptbn1,Myh10,Sptb,Tgfb3,Dmtn,Washc5,Myh9,Plec,Pak2,Itgb5,Rhoq,Svil,Sorbs1,Ppm1f,Arhgef2,Wasf2,Mtor,Add1,Wasf3,Mtpn,Tjp1,Kank2,Myo1e,Dnm2,Specc1l,Arhgef5,Myo1d,Prkci,Cdc42ep4,Sptan1,Arhgap35,Shroom4,Fat1","actin filament organization"
"GO:0010506","regulation of autophagy",328,29,0.0884146341463415,2.84719466406178,6.02740848539356,5.01549618852597e-07,2.37350981392303e-05,"Stk38l,Smo,Golga2,Supt5,Ikbkg,Ulk2,Hif1a,Gsk3b,Fyco1,Rptor,Atf6,Plk3,Mtor,Sesn3,Tpcn1,Atm,Mtmr9,Depdc5,Rab3gap2,Irgq,Eif4g1,Ubqln2,Slc35d3,Mtcl1,Ep300,Lep,Snrnp70,Ubr4,Clec16a","regulation of autophagy"
"GO:0007163","establishment or maintenance of cell polarity",241,24,0.0995850622406639,3.20691320582263,6.16215147676056,5.79657778677167e-07,2.63445188867716e-05,"Atn1,Amotl1,Gata3,Ndel1,Fbxw11,Llgl1,Dlg5,Myh9,Gsk3b,Rhoq,Dst,Arhgef2,Sipa1l3,Parva,Dctn1,Cdh5,Pkd1,Prkci,Ust,Mtcl1,Arhgap35,Slc9a6,Fat1,Ccdc85c","establishment or maintenance of cell polarity"
"GO:0007044","cell-substrate junction assembly",103,15,0.145631067961165,4.68972137501975,6.71704555739926,6.80871939413037e-07,3.05761245789832e-05,"Dusp3,Bcr,Ptprk,Itgb4,Dmtn,Myh9,Plec,Sorbs1,Dst,Ppm1f,Tln1,Cdh11,Ston1,Ptpn11,Tns1","cell-substrate junction assembly"
"GO:0031346","positive regulation of cell projection organization",469,36,0.0767590618336887,2.47185314265433,5.75891442574807,7.03084976574771e-07,3.1207275236105e-05,"Tiam1,Golga2,Ndel1,Tgfb3,Washc5,Rrn3,Gsk3b,Rhoq,Plce1,Parp6,Stau2,Cflar,Anapc2,Stmn2,Ephb2,Wasf2,Mtor,Ezh2,Itpr1,Plxnd1,Lrp6,Ist1,Dnm2,Kidins220,Rab11fip3,Rapgef6,Prkci,Rapgef1,Cdc42ep4,Megf8,Adnp,Ep300,Arhgap35,Ntm,Ap2a1,Stk24","positive regulation of cell projection organization"
"GO:1902903","regulation of supramolecular fiber organization",399,32,0.0802005012531328,2.58267696776359,5.70384291457635,1.13630631364285e-06,4.74887495753597e-05,"Arhgef18,Nf2,Sptbn1,Sptb,Tgfb3,Dmtn,Washc5,Myh9,Pak2,App,Svil,Ppm1f,Stmn2,Arhgef2,Hspg2,Wasf2,Mtor,Add1,Wasf3,Mtpn,Tjp1,Dctn1,Cdh5,Kank2,Specc1l,Arhgef5,Cdc42ep4,Pfdn4,Ep300,Bbof1,Sptan1,Arhgap35","regulation of supramolecular fiber organization"
"GO:0032984","protein-containing complex disassembly",271,25,0.0922509225092251,2.97073371234338,5.8385756888771,1.40653966930773e-06,5.65780581979036e-05,"Mrpl58,Sptbn1,Sptb,Dmtn,Myc,Svil,Oga,Fyco1,Stmn2,Arhgef2,Dnajc6,Add1,Atp2a2,Mtpn,Hemk1,Specc1l,Nsf,Epg5,Cltc,Bbof1,Sptan1,Gspt1,Gak,Pym1,Clec16a","protein-containing complex disassembly"
"GO:0006892","post-Golgi vesicle-mediated transport",113,15,0.132743362831858,4.27470178431003,6.24542270567262,2.26462223009327e-06,8.4249183080233e-05,"Rbsn,Sptbn1,Llgl1,Dop1b,Vti1a,Ccdc93,Dnm2,Nsf,Mon2,Rab11fip3,Arfrp1,Kif16b,Gak,Sort1,Arfgef2","post-Golgi vesicle-mediated transport"
"GO:0050770","regulation of axonogenesis",176,19,0.107954545454545,3.47643361019456,5.90158371565685,2.60121296191039e-06,9.56651807020302e-05,"Tiam1,Golga2,Ulk2,Ndel1,Pak2,Gsk3b,Anapc2,Lrp4,Ephb2,Rnf6,Plxnd1,Ist1,Sipa1l1,Megf8,Ust,Adnp,Ep300,Arhgap35,Kif13b","regulation of axonogenesis"
