"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","Description"
"GO:0007584","response to nutrient",176,19,0.107954545454545,5.45711287729952,8.42887697528947,2.41045323246936e-09,2.57531101604718e-07,"Por,Nprl2,Rxra,Mdm2,Srebf1,Ncoa1,Cat,Lrat,Adipor2,Lrp6,Dpyd,Eef2,Sik2,Cdon,Pdk2,Hlcs,Gprin3,Mat2a,Phex","response to nutrient"
"GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction",367,25,0.0681198910081744,3.44346718200457,6.69774216935701,9.96790220277234e-08,6.41268375045021e-06,"Fer,Axl,Akt2,C1qtnf1,Pik3cg,Itsn1,Lox,Pik3ap1,Ddr2,Cat,Rasgrp1,Pdgfd,Nedd4,Pik3cb,Rasd2,Bag4,Btbd10,Cd160,Rapgef1,Ambra1,Sh2b3,Ep300,Irs1,Kdr,Lime1","phosphatidylinositol 3-kinase/protein kinase B signal transduction"
"GO:0031670","cellular response to nutrient",55,10,0.181818181818182,9.19092695124129,8.63869945637203,1.10704378507621e-07,7.04621592139462e-06,"Nprl2,Rxra,Mdm2,Ncoa1,Sik2,Cdon,Pdk2,Gprin3,Mat2a,Phex","cellular response to nutrient"
"GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",320,23,0.071875,3.63328831041257,6.73380074666743,1.24613030492601e-07,7.76624751497119e-06,"Fer,Axl,C1qtnf1,Pik3cg,Itsn1,Lox,Pik3ap1,Ddr2,Cat,Rasgrp1,Pdgfd,Nedd4,Pik3cb,Rasd2,Bag4,Btbd10,Rapgef1,Ambra1,Sh2b3,Ep300,Irs1,Kdr,Lime1","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction"
"GO:0071375","cellular response to peptide hormone stimulus",379,25,0.0659630606860158,3.33443919735007,6.50419896175449,1.83829445717456e-07,1.11096118558338e-05,"Fer,Akt2,Por,Sgk1,Mdm2,Srebf1,Ncoa1,Nr4a1,Rock1,Ptpn2,Capn10,Ddr2,Agtrap,Klf3,Slc27a1,Alas1,Sik2,Wdtc1,Pdk2,Ncoa5,Prkcb,Irs1,Ide,Top1,Srsf3","cellular response to peptide hormone stimulus"
"GO:0003279","cardiac septum development",132,14,0.106060606060606,5.36137405489075,7.13668416674053,3.82296653169437e-07,2.12210854333338e-05,"Mdm2,Bmpr1a,Bmp4,Zfpm2,Robo1,Smad7,Sema3c,Lrp6,Smad6,Rbpj,Lrp1,Zbtb14,Slit3,Heg1","cardiac septum development"
"GO:0050863","regulation of T cell activation",400,25,0.0625,3.15938113948919,6.1834506377471,5.03584274706945e-07,2.64293396102776e-05,"Hsp90aa1,Il6st,Dlg5,Bmp4,Bcl6,Ptpn2,Cd6,Smad7,Rasgrp1,Zc3h8,Ephb4,Itgal,Sh3rf1,Brd7,Dpp4,Vnn1,Cd160,Gimap3,Ambra1,Slc7a1,Sh2b3,Dock8,Ep300,Flot2,Il1rl2","regulation of T cell activation"
"GO:0003206","cardiac chamber morphogenesis",156,15,0.0961538461538462,4.86058636844492,6.87077038751091,5.30300744608924e-07,2.71178577350017e-05,"Rxra,Mdm2,Bmpr1a,Bmp4,Zfpm2,Robo1,Smad7,Sema3c,Lrp6,Smad6,Rbpj,Myh6,Myh7,Slit3,Heg1","cardiac chamber morphogenesis"
"GO:0003231","cardiac ventricle development",156,15,0.0961538461538462,4.86058636844492,6.87077038751091,5.30300744608924e-07,2.71178577350017e-05,"Rxra,Mdm2,Bmpr1a,Bmp4,Zfpm2,Robo1,Smad7,Sema3c,Lrp6,Smad6,Rbpj,Myh6,Myh7,Slit3,Heg1","cardiac ventricle development"
"GO:0050867","positive regulation of cell activation",406,25,0.061576354679803,3.11269077782187,6.09567767550537,6.62396753764867e-07,3.30259981481266e-05,"Axl,Il10,Hsp90aa1,Fgf10,Il6st,Bcl6,Il15ra,Cd6,Ddr2,Rasgrp1,Svep1,Ephb4,Klrk1,Itgal,Brd7,Dpp4,Vnn1,Cd160,Gimap3,Ambra1,Slc7a1,Dock8,Ep300,Flot2,Il1rl2","positive regulation of cell activation"
"GO:0003205","cardiac chamber development",206,17,0.0825242718446602,4.17161004825758,6.49274312283732,8.2935983073721e-07,4.03419501406563e-05,"Rxra,Mdm2,Bmpr1a,Bmp4,Zfpm2,Robo1,Smad7,Sema3c,Lrp6,Smad6,Rbpj,Lrp1,Myh6,Zbtb14,Myh7,Slit3,Heg1","cardiac chamber development"
"GO:0003007","heart morphogenesis",305,21,0.0688524590163934,3.48049856678154,6.19081195951235,8.85123511110875e-07,4.23184973190052e-05,"Rxra,Mdm2,Bmpr1a,Bmp4,Zfpm2,Robo1,Smad7,Sema3c,Ncor2,Ephb4,Lrp6,Nedd4,Dchs1,Smad6,Rbpj,Myh6,Megf8,Fat4,Myh7,Slit3,Heg1","heart morphogenesis"
"GO:0003170","heart valve development",69,10,0.144927536231884,7.32610119301842,7.47503250079917,1.0048132008623e-06,4.69671670371809e-05,"Mdm2,Bmpr1a,Bmp4,Zfpm2,Robo1,Dchs1,Smad6,Rbpj,Zbtb14,Slit3","heart valve development"
"GO:0045619","regulation of lymphocyte differentiation",233,18,0.0772532188841202,3.90515780331712,6.3283769442862,1.03826857599853e-06,4.81547355829397e-05,"Axl,Il10,Hsp90aa1,Bmp4,Bcl6,Il15ra,Ptpn2,Smad7,Rasgrp1,Zc3h8,Sh3rf1,Brd7,Vnn1,Gimap3,Ambra1,Sh2b3,Ep300,Il1rl2","regulation of lymphocyte differentiation"
"GO:0035265","organ growth",234,18,0.0769230769230769,3.88846909475593,6.30563491426082,1.10455685743914e-06,5.04470509775447e-05,"Por,Rxra,Akap1,Dusp6,Fgf10,Bmpr1a,Zfpm2,Col14a1,Ddr2,Bnc2,Parp2,Jarid2,Rbpj,Myh6,Prkg1,Ep300,Kdr,Heg1","organ growth"
"GO:0060411","cardiac septum morphogenesis",87,11,0.126436781609195,6.3913917304609,7.15591695456095,1.17780672546189e-06,5.28030190055055e-05,"Mdm2,Bmpr1a,Bmp4,Zfpm2,Robo1,Smad7,Sema3c,Lrp6,Smad6,Rbpj,Slit3","cardiac septum morphogenesis"
"GO:0022409","positive regulation of cell-cell adhesion",338,22,0.0650887573964497,3.2902430801781,6.02116694310792,1.24863666461241e-06,5.49308320910004e-05,"Hsp90aa1,Il6st,Bcl6,Cd6,Smad7,Kif26b,Rasgrp1,Plpp3,Ephb4,Tjp1,Itgal,Brd7,Dpp4,Vnn1,Cd160,Gimap3,Ambra1,Slc7a1,Dock8,Ep300,Flot2,Il1rl2","positive regulation of cell-cell adhesion"
"GO:0003281","ventricular septum development",89,11,0.123595505617978,6.2477649500011,7.04516375455378,1.48227977575449e-06,6.33462849881367e-05,"Mdm2,Bmpr1a,Bmp4,Zfpm2,Robo1,Smad7,Lrp6,Smad6,Rbpj,Slit3,Heg1","ventricular septum development"
"GO:0060541","respiratory system development",290,20,0.0689655172413793,3.48621367116049,6.04878418086122,1.56769467552149e-06,6.65213988910996e-05,"Cic,Srebf1,Fgf10,Thrb,Dlg5,Bmpr1a,Bmp4,Zfpm2,Lox,Wnt2b,Ski,Ncor2,Lrp6,Pkd1,Rbpj,Ep300,Phex,Kdr,Ptges3,Heg1","respiratory system development"
