"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","Description"
"GO:0002478","antigen processing and presentation of exogenous peptide antigen",34,7,0.205882352941176,11.2232053838485,8.15411356857307,2.34318790679775e-06,0.000298785033578991,"Fcgr1,Ctss,H2-Ob,Fcer1g,Fcgr3,H2-Eb2,H2-Ab1","antigen processing and presentation of exogenous peptide antigen"
"GO:0043087","regulation of GTPase activity",85,10,0.117647058823529,6.41326021934197,6.83360684251733,3.59312552106351e-06,0.000408366526611305,"Tiam1,Als2,Ralgapb,Bcar3,Thy1,Rgs8,Sipa1l1,Rgs14,Rapgef2,Lrch1","regulation of GTPase activity"
"GO:0002495","antigen processing and presentation of peptide antigen via MHC class II",25,6,0.24,13.0830508474576,8.26267701447667,4.86239015012386e-06,0.000498442660879364,"Trem2,Ctss,H2-Ob,Fcer1g,H2-Eb2,H2-Ab1","antigen processing and presentation of peptide antigen via MHC class II"
"GO:0032640","tumor necrosis factor production",202,15,0.0742574257425743,4.04797365329753,5.94513158104485,5.36511931965426e-06,0.000519423033391712,"Fcgr1,Psen1,Havcr2,Trem2,Sash3,Ltf,Ccl2,Cd84,Pik3r1,Nfkbil1,Ptpn11,Cx3cr1,Fcer1g,Fcgr3,C5ar2","tumor necrosis factor production"
"GO:0032680","regulation of tumor necrosis factor production",202,15,0.0742574257425743,4.04797365329753,5.94513158104485,5.36511931965426e-06,0.000519423033391712,"Fcgr1,Psen1,Havcr2,Trem2,Sash3,Ltf,Ccl2,Cd84,Pik3r1,Nfkbil1,Ptpn11,Cx3cr1,Fcer1g,Fcgr3,C5ar2","regulation of tumor necrosis factor production"
"GO:0051336","regulation of hydrolase activity",111,11,0.0990990990990991,5.40216063521148,6.35373740542439,6.41643466897885e-06,0.000568671981676577,"Timp1,Tiam1,Als2,Ralgapb,Bcar3,Thy1,Rgs8,Sipa1l1,Rgs14,Rapgef2,Lrch1","regulation of hydrolase activity"
"GO:0071706","tumor necrosis factor superfamily cytokine production",205,15,0.0731707317073171,3.98873501446879,5.87306003230227,6.41768303728348e-06,0.000568671981676577,"Fcgr1,Psen1,Havcr2,Trem2,Sash3,Ltf,Ccl2,Cd84,Pik3r1,Nfkbil1,Ptpn11,Cx3cr1,Fcer1g,Fcgr3,C5ar2","tumor necrosis factor superfamily cytokine production"
"GO:1903555","regulation of tumor necrosis factor superfamily cytokine production",205,15,0.0731707317073171,3.98873501446879,5.87306003230227,6.41768303728348e-06,0.000568671981676577,"Fcgr1,Psen1,Havcr2,Trem2,Sash3,Ltf,Ccl2,Cd84,Pik3r1,Nfkbil1,Ptpn11,Cx3cr1,Fcer1g,Fcgr3,C5ar2","regulation of tumor necrosis factor superfamily cytokine production"
"GO:0043547","positive regulation of GTPase activity",55,8,0.145454545454545,7.9291217257319,7.03213634675702,6.91019319925436e-06,0.000598188138345159,"Als2,Ralgapb,Bcar3,Thy1,Rgs8,Sipa1l1,Rgs14,Rapgef2","positive regulation of GTPase activity"
"GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II",27,6,0.222222222222222,12.1139359698682,7.89843116636696,7.87818359982913e-06,0.000664308771933979,"Trem2,Ctss,H2-Ob,Fcer1g,H2-Eb2,H2-Ab1","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II"
