"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","Description"
"GO:0007059","chromosome segregation",438,76,0.17351598173516,3.21423053279025,11.1650756999987,1.1848180563271e-19,4.99681425544688e-17,"Uhrf1,Ube2c,Tubb5,Spag5,Ccne1,Spc25,Kif11,Chfr,Sirt2,Ncapg,Birc5,Fbxo5,Cdk1,Sycp3,Pttg1,Aurkb,Top2a,Esco2,Dmc1,Racgap1,Ndc80,Ik,Incenp,Sgo2a,Ppp1r7,Cenpf,Nek2,Nuf2,Nek6,Knl1,Bub1,Tpx2,Ccne2,Ndc1,Kif2c,Stil,Nudc,Rcc1,Kntc1,Anapc7,Chek2,Kif22,Lcmt1,Plk1,Bccip,Mki67,Cenpi,Haus7,Cenpu,Ccnb2,Aspm,Kif4,Ncaph,Ska1,Cenpt,Kif15,Tacc3,Cep85,Dlgap5,Smarce1,Prc1,Nup43,Ccnb1,Kif14,Ago4,Cenpe,Cdca2,Kif18b,Rgs14,Mtcl1,Chmp3,Espl1,Psrc1,Spdl1,Spc24,Kifc1","chromosome segregation"
"GO:0000280","nuclear division",467,76,0.162740899357602,3.01463163460842,10.4955450372717,5.34579510910676e-18,1.63975344410273e-15,"Dnmt3l,Uhrf1,Ube2c,Spag5,Ccne1,Spc25,Ranbp1,Rad51c,Kif11,Chfr,Sirt2,Ncapg,Birc5,Fbxo5,Cdk1,Sycp3,Pttg1,Aurkb,Top2a,Dmc1,Racgap1,Ndc80,Ik,Incenp,Usp16,Sgo2a,Obsl1,Nek2,Suv39h2,Nuf2,Mastl,Knl1,Bub1,Nsfl1c,Tpx2,Ccne2,Ndc1,Kif2c,Nudc,Rspo1,Rcc1,Kntc1,Anapc7,Chek2,Kif22,Lcmt1,Fgfr2,Plk1,Bccip,Mki67,Cenpi,Ccnb2,Aspm,Kif4,Ncaph,Ska1,Kif15,Cep85,Prc1,Ccdc8,Ccnb1,Kif14,Tdrkh,Ago4,Cenpe,Ankle1,Cdca2,Kif18b,Chmp3,Espl1,Cyp26b1,Psrc1,Slc25a31,Spdl1,Spc24,Kifc1","nuclear division"
"GO:0098813","nuclear chromosome segregation",326,61,0.187116564417178,3.46616933222029,10.7046878812574,1.21410438744207e-17,3.47450659163332e-15,"Uhrf1,Ube2c,Spag5,Ccne1,Spc25,Kif11,Chfr,Sirt2,Ncapg,Birc5,Fbxo5,Cdk1,Sycp3,Pttg1,Aurkb,Top2a,Dmc1,Racgap1,Ndc80,Ik,Incenp,Cenpf,Nek2,Nuf2,Nek6,Knl1,Bub1,Tpx2,Ccne2,Ndc1,Kif2c,Nudc,Rcc1,Kntc1,Anapc7,Chek2,Kif22,Lcmt1,Plk1,Bccip,Cenpi,Ccnb2,Aspm,Kif4,Ncaph,Ska1,Kif15,Tacc3,Smarce1,Prc1,Ccnb1,Kif14,Ago4,Cenpe,Kif18b,Chmp3,Espl1,Psrc1,Spdl1,Spc24,Kifc1","nuclear chromosome segregation"
"GO:0000819","sister chromatid segregation",229,50,0.218340611353712,4.04456726431318,11.0549829518211,1.4418609722485e-17,3.98401102435422e-15,"Uhrf1,Ube2c,Spag5,Spc25,Kif11,Chfr,Ncapg,Birc5,Fbxo5,Cdk1,Aurkb,Top2a,Racgap1,Ndc80,Ik,Incenp,Nek2,Nuf2,Nek6,Knl1,Bub1,Tpx2,Kif2c,Nudc,Rcc1,Kntc1,Anapc7,Chek2,Kif22,Lcmt1,Plk1,Bccip,Cenpi,Kif4,Ncaph,Ska1,Kif15,Tacc3,Smarce1,Prc1,Ccnb1,Kif14,Cenpe,Kif18b,Chmp3,Espl1,Psrc1,Spdl1,Spc24,Kifc1","sister chromatid segregation"
"GO:0000070","mitotic sister chromatid segregation",189,45,0.238095238095238,4.41050430251294,11.2414911645255,1.78761057345081e-17,4.62068500808431e-15,"Uhrf1,Ube2c,Spag5,Spc25,Kif11,Ncapg,Birc5,Fbxo5,Cdk1,Aurkb,Racgap1,Ndc80,Ik,Incenp,Nek2,Nuf2,Knl1,Bub1,Tpx2,Kif2c,Nudc,Rcc1,Kntc1,Anapc7,Chek2,Kif22,Lcmt1,Plk1,Bccip,Cenpi,Kif4,Ncaph,Ska1,Kif15,Prc1,Ccnb1,Kif14,Cenpe,Kif18b,Chmp3,Espl1,Psrc1,Spdl1,Spc24,Kifc1","mitotic sister chromatid segregation"
"GO:0140014","mitotic nuclear division",281,54,0.192170818505338,3.55979493170795,10.3066218509209,2.73355239074933e-16,6.2582729448784e-14,"Uhrf1,Ube2c,Spag5,Spc25,Ranbp1,Kif11,Ncapg,Birc5,Fbxo5,Cdk1,Aurkb,Racgap1,Ndc80,Ik,Incenp,Usp16,Obsl1,Nek2,Nuf2,Knl1,Bub1,Nsfl1c,Tpx2,Kif2c,Nudc,Rcc1,Kntc1,Anapc7,Chek2,Kif22,Lcmt1,Fgfr2,Plk1,Bccip,Mki67,Cenpi,Kif4,Ncaph,Ska1,Kif15,Cep85,Prc1,Ccdc8,Ccnb1,Kif14,Cenpe,Cdca2,Kif18b,Chmp3,Espl1,Psrc1,Spdl1,Spc24,Kifc1","mitotic nuclear division"
"GO:0044772","mitotic cell cycle phase transition",453,67,0.147902869757174,2.73977022235572,8.9242473347307,6.13452647778477e-14,9.83119213329788e-12,"Ube2c,Ccne1,Dbf4,Nes,Spc25,Rad51c,Arpp19,Chfr,Ube2a,E2f3,Birc5,Tm4sf5,Calm3,Fbxo5,Cdk1,Rrm2,Aurkb,Gtpbp4,Ndc80,Ik,Incenp,Cenpf,Nuf2,Nek6,Mastl,Creb3l1,Knl1,Bub1,Ccna2,Iqgap3,Eif4e,Ccne2,Rps6,Stil,Syf2,Rcc1,Kntc1,Anapc7,Chek2,Gpnmb,Lcmt1,Plk1,Ccnb2,Tjp3,Ubd,Ccl2,Ska1,Tacc3,Dtl,Smarce1,Zc3h12d,Dgkz,Ccnb1,Kif14,Nop53,Clspn,Cdc25c,Cenpe,Dbx2,Tcf19,Babam2,Cpsf3,Spdl1,Ccnd1,Ccnf,Spc24,Slfn1","mitotic cell cycle phase transition"
"GO:0051304","chromosome separation",87,26,0.298850574712644,5.53594333143004,10.1236284700715,3.69879940133002e-13,5.48860733386249e-11,"Ube2c,Spc25,Chfr,Ncapg,Birc5,Fbxo5,Sycp3,Aurkb,Top2a,Ndc80,Ik,Incenp,Nuf2,Knl1,Bub1,Kntc1,Anapc7,Lcmt1,Plk1,Ncaph,Ska1,Ccnb1,Cenpe,Espl1,Spdl1,Spc24","chromosome separation"
"GO:0007051","spindle organization",207,39,0.188405797101449,3.49005123068415,8.59252813984704,7.11731524791126e-12,9.0525471557957e-10,"Uhrf1,Tubb5,Spag5,Spc25,Ranbp1,Kif11,Birc5,Fbxo5,Aurkb,Racgap1,Parp3,Ndc80,Incenp,Sbds,Nek2,Nuf2,Tpx2,Stil,Nudc,Rcc1,Chek2,Plk1,Bccip,Haus7,Ccnb2,Aspm,Kif4,Ska1,Kif15,Tacc3,Dlgap5,Prc1,Ccnb1,Cenpe,Rgs14,Chmp3,Espl1,Psrc1,Kifc1","spindle organization"
"GO:1905818","regulation of chromosome separation",77,23,0.298701298701299,5.53317812497078,9.51639443995681,8.49684847499648e-12,1.06383198172104e-09,"Ube2c,Spc25,Chfr,Ncapg,Birc5,Fbxo5,Aurkb,Ndc80,Ik,Incenp,Nuf2,Knl1,Bub1,Kntc1,Anapc7,Lcmt1,Plk1,Ncaph,Ska1,Ccnb1,Cenpe,Spdl1,Spc24","regulation of chromosome separation"
