"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","Description"
"GO:0030098","lymphocyte differentiation",486,46,0.0946502057613169,3.72947901108527,9.8027756218876,2.04399482656275e-14,1.72652879463965e-12,"Spi1,Relb,Stk11,Ptpn6,Pou1f1,Pou2f2,Ncaph2,Hdac5,St3gal1,Il10,Ncor1,Irf1,Myb,Dock2,Tcf3,Zfp36l1,Yy1,Irf4,Bmp4,Rabl3,Il15ra,Brd2,Ptpn2,Ms4a1,Smarcc2,Rasgrp1,Tnfsf13b,Brd7,Smarca4,Rora,Tmem131l,Vav1,Batf,Dpp4,Wnt4,Vnn1,Rbpj,Prex1,Chd7,Zc3h12a,Il27,Tlr9,Zfp36l2,Pik3r6,Gpr18,Il1rl2","lymphocyte differentiation"
"GO:0042692","muscle cell differentiation",491,42,0.0855397148676171,3.37050055672862,8.5580533606321,8.01297766632569e-12,4.64961738846881e-10,"Daxx,Gata6,Tcf23,Hdac5,Rxra,Akap1,Dock2,Asb2,Yy1,Fgf10,Bmp4,Ednrb,Vegfa,Sik1,Lox,Cflar,Speg,Cacna1s,Acvr1,Notch1,Neb,Trim63,Ski,Bhlhe41,Mef2a,Nox4,Ryr1,Smarca4,Rora,Parp2,Wnt4,Smad6,Cdon,Rbpj,Pgm5,Wfikkn2,Msx1,Myof,Prkg1,Actc1,Myoz1,Prdm6","muscle cell differentiation"
"GO:0050678","regulation of epithelial cell proliferation",431,38,0.0881670533642691,3.4740249357774,8.35836407492131,3.33807362157221e-11,1.79636816747995e-09,"Acvrl1,Hpn,Ppard,Stk11,Hmox1,Gata6,Cdc42,Gata2,Il10,Esr1,Flt4,Nr1d1,Sav1,Zfp36l1,Fgf10,Bmp4,Ednrb,Robo1,Vegfa,Ovol1,Eya1,Cflar,Stat1,Notch1,F3,Trim24,Tacr1,Gkn3,Cdh13,Cdc25a,Rreb1,Rbpj,Ar,Nog,Agtr1a,Kdr,Zfp703,Eppk1","regulation of epithelial cell proliferation"
"GO:0003007","heart morphogenesis",305,31,0.101639344262295,4.00487033364296,8.51874128858283,6.57332231122138e-11,3.42685779552971e-09,"Acvrl1,Sec24b,Gata6,Cdc42,Rxra,Sav1,Asb2,Bmp4,Robo1,Vegfa,Eya1,Acvr1,Notch1,Xirp2,Ephb4,Ryr1,Tead2,Smarca4,Dchs1,Smad6,Rbpj,Chd7,Megf8,Fat4,Msx1,Nog,Zfpm1,Kdm2a,Slit3,Gja5,Actc1","heart morphogenesis"
"GO:0033002","muscle cell proliferation",293,30,0.102389078498294,4.03441192919003,8.42957456007499,1.11683017842646e-10,5.56164759749235e-09,"Cnn1,Mef2d,Ppard,Hmox1,Igf1r,Gata6,Rxra,Il10,Esr1,Myb,Sav1,Bmp4,Vegfa,Aif1,Grk2,Sf1,Cflar,Stat1,Ddr2,Notch1,Npr1,Hgf,Tacr1,Cdh13,Smpd3,Ptgs2,Rbpj,Nog,Agtr1a,Prkg1","muscle cell proliferation"
"GO:2000628","regulation of miRNA metabolic process",93,17,0.182795698924731,7.20265441551812,9.66976036554452,1.75762504311238e-10,8.56104519174375e-09,"Spi1,Ppard,Gata6,Khsrp,Gata2,Il10,Ncor1,Esr1,Myb,Srebf1,Yy1,Bmp4,Nfkb1,Smarca4,Smad6,Zc3h12a,Ar","regulation of miRNA metabolic process"
"GO:0030217","T cell differentiation",359,33,0.0919220055710306,3.62198040328119,8.07305901471092,2.27848347156373e-10,1.08602287183891e-08,"Spi1,Relb,Stk11,Ncaph2,Ncor1,Irf1,Myb,Dock2,Tcf3,Zfp36l1,Irf4,Bmp4,Rabl3,Brd2,Ptpn2,Smarcc2,Rasgrp1,Brd7,Smarca4,Rora,Tmem131l,Vav1,Batf,Wnt4,Vnn1,Prex1,Chd7,Zc3h12a,Il27,Zfp36l2,Pik3r6,Gpr18,Il1rl2","T cell differentiation"
"GO:0010586","miRNA metabolic process",110,18,0.163636363636364,6.44772379228734,9.23957753196322,3.43411115241732e-10,1.62523572482843e-08,"Spi1,Ppard,Gata6,Khsrp,Gata2,Il10,Ncor1,Esr1,Myb,Srebf1,Yy1,Bmp4,Nfkb1,Smarca4,Smad6,Ago1,Zc3h12a,Ar","miRNA metabolic process"
"GO:0014706","striated muscle tissue development",494,39,0.0789473684210526,3.11074393487547,7.6439707979467,4.7939305561936e-10,2.17618357833196e-08,"Mef2d,Gata6,Usp19,Cdc42,Rbfox1,Hdac5,Rxra,Akap1,Vps54,Sav1,Asb2,Yy1,Nr1d2,Bmp4,Vegfa,Sik1,Lox,Eya1,Cflar,Speg,Cacna1s,Acvr1,Notch1,Neb,Xirp2,Ski,Nox4,Ryr1,Parp2,Cdon,Rbpj,Chd7,Pgm5,Nog,Zfpm1,Prkg1,Gja5,Actc1,Myoz1","striated muscle tissue development"
"GO:0050679","positive regulation of epithelial cell proliferation",243,26,0.106995884773663,4.21593279513987,8.12794948812699,7.59557833468039e-10,3.33455883074488e-08,"Acvrl1,Hpn,Hmox1,Cdc42,Gata2,Il10,Esr1,Flt4,Fgf10,Bmp4,Vegfa,Eya1,Cflar,Notch1,F3,Tacr1,Cdh13,Cdc25a,Rreb1,Rbpj,Ar,Nog,Agtr1a,Kdr,Zfp703,Eppk1","positive regulation of epithelial cell proliferation"
"GO:0048660","regulation of smooth muscle cell proliferation",202,23,0.113861386138614,4.48645247373129,8.02751808565115,2.16908194742903e-09,8.93474310814438e-08,"Cnn1,Mef2d,Ppard,Hmox1,Igf1r,Il10,Esr1,Myb,Bmp4,Vegfa,Aif1,Grk2,Sf1,Stat1,Ddr2,Npr1,Tacr1,Cdh13,Smpd3,Ptgs2,Rbpj,Agtr1a,Prkg1","regulation of smooth muscle cell proliferation"
"GO:0002042","cell migration involved in sprouting angiogenesis",61,13,0.213114754098361,8.39730876409008,9.33392792943558,3.4534076440918e-09,1.35556407111909e-07,"Hmox1,Hdac5,Gata2,Robo1,Vegfa,Notch1,Ephb4,Cib1,Ptgs2,Micall1,Card10,Clec14a,Kdr","cell migration involved in sprouting angiogenesis"
"GO:0060840","artery development",127,18,0.141732283464567,5.58464265473707,8.35780390332342,3.75811649410263e-09,1.4665445242776e-07,"Acvrl1,Sec24b,Bmp4,Robo1,Vegfa,Lox,Eya1,Notch1,Ephb4,Dctn5,Smarca4,Smad6,Rbpj,Lrp1,Chd7,Megf8,Nog,Gja5","artery development"
"GO:0048659","smooth muscle cell proliferation",210,23,0.10952380952381,4.31553999854153,7.78491433704597,4.61565996316176e-09,1.7907150543127e-07,"Cnn1,Mef2d,Ppard,Hmox1,Igf1r,Il10,Esr1,Myb,Bmp4,Vegfa,Aif1,Grk2,Sf1,Stat1,Ddr2,Npr1,Tacr1,Cdh13,Smpd3,Ptgs2,Rbpj,Agtr1a,Prkg1","smooth muscle cell proliferation"
"GO:0060562","epithelial tube morphogenesis",407,33,0.0810810810810811,3.19481809527751,7.20225366680536,5.4985059582166e-09,2.09583161136657e-07,"Acvrl1,Sec24b,Hdac5,Esr1,Asb2,Fgf10,Bmp4,Fzd6,Robo1,Vegfa,Brd2,Kif20b,Eya1,Kif26b,Acvr1,Notch1,Ski,Kdm2b,Tead2,Plxnb2,Wnt4,Dchs1,Rbpj,Megf8,Ar,Fat4,Nog,Agtr1a,Adamts16,Kdm2a,Irx1,Kdr,Hs3st3b1","epithelial tube morphogenesis"
"GO:0002040","sprouting angiogenesis",147,19,0.129251700680272,5.09287329020429,8.03047964810824,6.66684294931892e-09,2.48535435758688e-07,"Hmox1,Cdc42,Hdac5,Gata2,Il10,Flt4,Bmp4,Robo1,Vegfa,Notch1,Ephb4,Cib1,Cdh13,Ptgs2,Micall1,Card10,Clec14a,Agtr1a,Kdr","sprouting angiogenesis"
"GO:0060541","respiratory system development",290,27,0.0931034482758621,3.66853250250832,7.37468027463005,7.59175060639807e-09,2.79888131472344e-07,"Sec24b,Cic,Gata6,Cdc42,Ascl1,Flt4,Srebf1,Ace,Sav1,Fgf10,Thrb,Bmp4,Vegfa,Slc23a1,Bag6,Lox,Speg,Notch1,Ski,Smpd3,Adamtsl2,Rbpj,Chd7,Msx1,Nog,Phex,Kdr","respiratory system development"
"GO:1902893","regulation of miRNA transcription",77,14,0.181818181818182,7.16413754698594,8.74135699704969,7.70913564016103e-09,2.8265418750986e-07,"Spi1,Ppard,Gata6,Gata2,Il10,Ncor1,Esr1,Myb,Srebf1,Yy1,Bmp4,Smarca4,Smad6,Ar","regulation of miRNA transcription"
"GO:0035904","aorta development",78,14,0.179487179487179,7.07228962971689,8.66701239718653,9.17870030358231e-09,3.27537257357245e-07,"Acvrl1,Sec24b,Robo1,Lox,Eya1,Notch1,Ephb4,Dctn5,Smarca4,Smad6,Rbpj,Lrp1,Chd7,Megf8","aorta development"
"GO:0003151","outflow tract morphogenesis",92,15,0.16304347826087,6.42436247419935,8.41067398332823,1.07096554421972e-08,3.78124501406253e-07,"Sec24b,Gata6,Cdc42,Bmp4,Robo1,Vegfa,Eya1,Notch1,Ryr1,Smarca4,Smad6,Rbpj,Nog,Zfpm1,Gja5","outflow tract morphogenesis"
"GO:0061614","miRNA transcription",80,14,0.175,6.89548238897397,8.52218405109064,1.29052232018545e-08,4.53245023294606e-07,"Spi1,Ppard,Gata6,Gata2,Il10,Ncor1,Esr1,Myb,Srebf1,Yy1,Bmp4,Smarca4,Smad6,Ar","miRNA transcription"
