"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","ko","Level3","Level2","Level1","Description"
"03010","Ribosome",331,36,0.108761329305136,3.64213646468677,8.56737704721236,1.350322425607e-11,3.98345115554064e-09,"Rps11,Rps18,Rps25,Rpl15,Mrpl32,Rack1,Mrpl22,Mrpl13,Mrpl30,Rps3a1,Mrps15,Rpl6,Mrpl48,Rps3,Rpsa,Mrps17,Mrpl41,Mrpl55,Rpl10a,Rpl22l1,Mrpl50,Rps2,Rpl29,Mrps16,Mrpl35,Mrps21,Mrpl18,Rpl32,Mrps14,Rpl18,Mrps9,Rps17,Rpl34,Rpl7a,Mrpl42,Dap3","03010","Ribosome","Translation","Genetic Information Processing","Ribosome"
"05014","Amyotrophic lateral sclerosis",376,34,0.0904255319148936,3.02811789107454,7.02449123703302,6.99367064458149e-09,1.03156642007577e-06,"Psmb4,Cox4i2,Psmb1,Ndufa1,Dnah1,Uqcrb,Psmd6,Gpx8,Ndufs4,Psmc6,Psmb5,Ndufv2,Ndufb3,Ndufb5,Pfn2,Dctn3,Nos1,Wipi2,Ndufc2,Psma1,Cox7a2,Ccs,Cox6b1,Sem1,Atxn2,Gpx2,Dnah9,Ndufs8,Alyref2,Nrg2,Gpx1,Psma5,Psmb3,Ang","05014","Amyotrophic lateral sclerosis","Neurodegenerative disease","Human Diseases","Amyotrophic lateral sclerosis"
"05016","Huntington disease",308,29,0.0941558441558442,3.15303642897983,6.72700681576524,3.9663407344529e-08,3.90023505554535e-06,"Psmb4,Cox4i2,Psmb1,Ndufa1,Dnah1,Uqcrb,Psmd6,Gpx8,Ndufs4,Psmc6,Psmb5,Ndufv2,Ndufb3,Ndufb5,Dctn3,Wipi2,Ndufc2,Psma1,Ucp1,Cox7a2,Cox6b1,Rcor1,Sem1,Gpx2,Dnah9,Ndufs8,Gpx1,Psma5,Psmb3","05016","Huntington disease","Neurodegenerative disease","Human Diseases","Huntington disease"
"03050","Proteasome",47,11,0.234042553191489,7.83748160042821,8.24190492027947,9.44575076740985e-08,6.96624119096476e-06,"Psmb4,Psmb1,Psmd6,Psmc6,Psmb5,Pomp,Psma1,Sem1,Psma5,Psmb3,Psme2","03050","Proteasome","Folding, sorting and degradation","Genetic Information Processing","Proteasome"
"05020","Prion disease",273,23,0.0842490842490843,2.82128458543553,5.34835904280378,7.07624976302898e-06,0.000369629039604099,"Psmb4,Cox4i2,Psmb1,Ndufa1,Uqcrb,Psmd6,Ndufs4,Psmc6,Psmb5,Ndufv2,Ndufb3,Ndufb5,Ndufc2,Psma1,Cox7a2,Cox6b1,C1qa,C1qc,C1qb,Sem1,Ndufs8,Psma5,Psmb3","05020","Prion disease","Neurodegenerative disease","Human Diseases","Prion disease"
"05012","Parkinson disease",274,23,0.0839416058394161,2.8109879263646,5.32811002143178,7.5178787716088e-06,0.000369629039604099,"Txn2,Psmb4,Cox4i2,Psmb1,Ndufa1,Uqcrb,Psmd6,Ndufs4,Camk2g,Psmc6,Psmb5,Ndufv2,Ndufb3,Ndufb5,Txn1,Ndufc2,Psma1,Cox7a2,Cox6b1,Sem1,Ndufs8,Psma5,Psmb3","05012","Parkinson disease","Neurodegenerative disease","Human Diseases","Parkinson disease"
"05022","Pathways of neurodegeneration - multiple diseases",481,31,0.0644490644490645,2.1582329789877,4.56065369934468,4.38247768041779e-05,0.00184690130817607,"Psmb4,Cox4i2,Psmb1,Ndufa1,Dnah1,Uqcrb,Psmd6,Gpx8,Ndufs4,Camk2g,Psmc6,Psmb5,Ndufv2,Ndufb3,Ndufb5,Dctn3,Nos1,Wipi2,Ndufc2,Psma1,Cox7a2,Ccs,Cox6b1,Sem1,Atxn2,Gpx2,Dnah9,Ndufs8,Gpx1,Psma5,Psmb3","05022","Pathways of neurodegeneration - multiple diseases","Neurodegenerative disease","Human Diseases","Pathways of neurodegeneration - multiple diseases"
"05171","Coronavirus disease - COVID-19",334,23,0.0688622754491018,2.3060200354009,4.25465996884474,0.000167059417382507,0.00616031601597994,"Rps11,Rps18,Rps25,Rpl15,Adar,Rps3a1,Rpl6,Rps3,Rpsa,C1qa,C1qc,C1qb,Rpl10a,Rpl22l1,Rps2,Rpl29,Agtr1b,Rpl32,Rpl18,Fcgr3,Rps17,Rpl34,Rpl7a","05171","Coronavirus disease - COVID-19","Infectious disease: viral","Human Diseases","Coronavirus disease - COVID-19"
"05415","Diabetic cardiomyopathy",217,17,0.0783410138248848,2.62343854157609,4.23895035588429,0.000270854395723438,0.00887800519315713,"Cox4i2,Ndufa1,Uqcrb,Pdhb,Ndufs4,Camk2g,Cma1,Mpc1,Ndufv2,Ndufb3,Ndufb5,Ndufc2,Cox7a2,Cox6b1,Agtr1b,Ndufs8,Mcpt4","05415","Diabetic cardiomyopathy","Cardiovascular disease","Human Diseases","Diabetic cardiomyopathy"
"05010","Alzheimer disease",389,22,0.0565552699228792,1.8938901553734,3.15109629479332,0.00306720729136833,0.0812797373088248,"Psmb4,Cox4i2,Psmb1,Ndufa1,Uqcrb,Psmd6,Ndufs4,Psmc6,Psmb5,Ndufv2,Ndufb3,Ndufb5,Nos1,Wipi2,Ndufc2,Psma1,Cox7a2,Cox6b1,Sem1,Ndufs8,Psma5,Psmb3","05010","Alzheimer disease","Neurodegenerative disease","Human Diseases","Alzheimer disease"
