"Annot","Term","Annotated","Significant","RichFactor","FoldEnrichment","zscore","Pvalue","Padj","GeneID","ko","Level3","Level2","Level1"
"04518","Integrin signaling",153,11,0.0718954248366013,4.32428640005908,5.38519182708288,4.75060636319242e-05,0.0127791311169876,"Ccnd2,Itgb2,Icam4,Lama5,C3,Itgax,Vegfd,Col4a1,Col4a2,Thbs1,Itgad",NA,NA,NA,NA
"04978","Mineral absorption",55,6,0.109090909090909,6.56147919876733,5.37662867709974,0.000286278168546332,0.0307392822910533,"Hmox1,Atp1a4,Hephl1,S100g,Atp1a3,Slc8a1","04978","Mineral absorption","Digestive system","Organismal Systems"
"04382","Cornified envelope formation",223,12,0.0538116591928251,3.23660408907806,4.38886319178775,0.000342817274621412,0.0307392822910533,"Lama5,Pkp1,Col4a1,Col4a2,Krt20,Cdsn,Pkp2,Cldn23,S100a8,Krt4,Krt79,Dsg1a",NA,NA,NA,NA
"04961","Endocrine and other factor-regulated calcium reabsorption",61,6,0.0983606557377049,5.91608780216727,5.0066356026959,0.000505039902867805,0.0339639334678599,"Ap2a2,Atp1a4,Calb1,Atp1a3,Slc8a1,Klk1","04961","Endocrine and other factor-regulated calcium reabsorption","Excretory system","Organismal Systems"
"04610","Complement and coagulation cascades",94,7,0.074468085106383,4.47902392114437,4.40515117053543,0.000946285913440418,0.0509101821430945,"Itgb2,C6,C3,Itgax,Serpine1,Cfd,Serpina1a","04610","Complement and coagulation cascades","Immune system","Organismal Systems"
"04721","Synaptic vesicle cycle",77,6,0.0779220779220779,4.68677085626238,4.22164223023935,0.00173303130456364,0.0740259899105194,"Ap2a2,Slc1a2,Slc1a3,Atp6v0a1,Atp6v0d2,Slc18a1","04721","Synaptic vesicle cycle","Nervous system","Organismal Systems"
"04142","Lysosome",136,8,0.0588235294117647,3.53805250913925,3.87325031794592,0.00192632687499493,0.0740259899105194,"Ctsd,Atp6v0a1,Fuca2,Ap3d1,Lipa,Gaa,Atp6v0d2,Wdr7","04142","Lysosome","Transport and catabolism","Cellular Processes"
"05222","Small cell lung cancer",94,6,0.0638297872340425,3.83916336098089,3.59495769113663,0.00472295602249465,0.158809396256383,"Ccne1,Cdk4,Lama5,E2f3,Col4a1,Col4a2","05222","Small cell lung cancer","Cancer: specific types","Human Diseases"
"04975","Fat digestion and absorption",43,4,0.0930232558139535,5.59505978189463,3.92570697134857,0.0054991382007261,0.164363130666147,"Lipf,Dgat2,Mogat2,Acat3","04975","Fat digestion and absorption","Digestive system","Organismal Systems"
"04933","AGE-RAGE signaling pathway in diabetic complications",101,6,0.0594059405940594,3.57308273200201,3.37829842927896,0.00668603444676691,0.169810133880352,"Cdk4,Vegfd,Col4a1,Col4a2,Serpine1,Jun","04933","AGE-RAGE signaling pathway in diabetic complications","Endocrine and metabolic disease","Human Diseases"
"05142","Chagas disease",103,6,0.058252427184466,3.50370248477867,3.31990835726201,0.0073418995855759,0.169810133880352,"Cd3g,C3,Gnal,Gnao1,Serpine1,Jun","05142","Chagas disease","Infectious disease: parasitic","Human Diseases"
"04115","p53 signaling pathway",75,5,0.0666666666666667,4.00979284369115,3.40107388531083,0.00811318372536225,0.169810133880352,"Ccnd2,Ccne1,Cdk4,Serpine1,Thbs1","04115","p53 signaling pathway","Cell growth and death","Cellular Processes"
"00650","Butanoate metabolism",27,3,0.111111111111111,6.68298807281858,3.84435674762807,0.00985751949984046,0.169810133880352,"Oxct1,Acsm3,Acat3","00650","Butanoate metabolism","Carbohydrate metabolism","Metabolism"
"00380","Tryptophan metabolism",52,4,0.0769230769230769,4.62668405041286,3.40869603961604,0.0107506284868282,0.169810133880352,"Tph2,Tdo2,Cyp1a1,Acat3","00380","Tryptophan metabolism","Amino acid metabolism","Metabolism"
"04145","Phagosome",183,8,0.0437158469945355,2.62937235651879,2.89084390698658,0.0113627598879046,0.169810133880352,"Itgb2,Atp6v0a1,Mrc2,C3,Marco,Atp6v0d2,Thbs1,H2-Q10","04145","Phagosome","Transport and catabolism","Cellular Processes"
"04218","Cellular senescence",183,8,0.0437158469945355,2.62937235651879,2.89084390698658,0.0113627598879046,0.169810133880352,"Ccnd2,Ccne1,Cdk4,E2f3,E2f5,Serpine1,Hipk2,H2-Q10","04218","Cellular senescence","Cell growth and death","Cellular Processes"
"05203","Viral carcinogenesis",228,9,0.0394736842105263,2.37421944692239,2.72733322489768,0.0138991490125745,0.191891727141289,"Ccnd2,Ccne1,Hdac9,Cdk4,C3,Irf7,Atp6v0d2,Jun,H2-Q10","05203","Viral carcinogenesis","Cancer: overview","Human Diseases"
"05169","Epstein-Barr virus infection",229,9,0.0393013100436681,2.36385167641181,2.71281649284743,0.014267042910133,0.191891727141289,"Ccnd2,Cd3g,Ccne1,Cdk4,E2f3,Tapbp,Irf7,Jun,H2-Q10","05169","Epstein-Barr virus infection","Infectious disease: viral","Human Diseases"
"04151","PI3K-Akt signaling pathway",368,12,0.0326086956521739,1.96131171702284,2.44028586649287,0.0198616571932127,0.254418370713057,"Ccnd2,Ccne1,Il7r,Cdk4,Lama5,Ret,Gys2,Vegfd,Col4a1,Col4a2,Thbs1,Flt3l","04151","PI3K-Akt signaling pathway","Signal transduction","Environmental Information Processing"
"04926","Relaxin signaling pathway",131,6,0.0458015267175573,2.75481951093285,2.62766701816804,0.022009569088975,0.259530901140133,"Vegfd,Col4a1,Col4a2,Gnao1,Mmp13,Jun","04926","Relaxin signaling pathway","Endocrine system","Organismal Systems"
"05166","Human T-cell leukemia virus 1 infection",247,9,0.0364372469635627,2.19158718177451,2.46368611809328,0.0221903744469258,0.259530901140133,"Ccnd2,Itgb2,Cd3g,Ccne1,Cdk4,E2f3,Bub1b,Jun,H2-Q10","05166","Human T-cell leukemia virus 1 infection","Infectious disease: viral","Human Diseases"
"04960","Aldosterone-regulated sodium reabsorption",38,3,0.0789473684210526,4.74843889384478,3.00976331498643,0.0248998664646107,0.279086003290845,"Atp1a4,Nedd4l,Atp1a3","04960","Aldosterone-regulated sodium reabsorption","Excretory system","Organismal Systems"
"00830","Retinol metabolism",102,5,0.0490196078431373,2.94837709094937,2.5708531378272,0.027452261996071,0.294788258512472,"Aldh1a7,Dhrs9,Cyp1a1,Dhrs3,Ugt1a6b","00830","Retinol metabolism","Metabolism of cofactors and vitamins","Metabolism"
"05219","Bladder cancer",41,3,0.0731707317073171,4.40099214551467,2.8369330514936,0.0303534471940315,0.294788258512472,"Cdk4,E2f3,Thbs1","05219","Bladder cancer","Cancer: specific types","Human Diseases"
"05152","Tuberculosis",180,7,0.0388888888888889,2.3390458254865,2.35585302969073,0.0306359072839024,0.294788258512472,"Itgb2,Ctsd,Atp6v0a1,Mrc2,C3,Atp6v0d2,Itgax","05152","Tuberculosis","Infectious disease: bacterial","Human Diseases"
"00480","Glutathione metabolism",73,4,0.0547945205479452,3.29572014549957,2.55910511820473,0.0331105590626399,0.294788258512472,"Prdx6,Pgd,Gstt2,Ggt6","00480","Glutathione metabolism","Metabolism of other amino acids","Metabolism"
"05162","Measles",145,6,0.0413793103448276,2.48883693746347,2.3470517907476,0.0339493709040749,0.294788258512472,"Ccnd2,Cd3g,Ccne1,Cdk4,Irf7,Jun","05162","Measles","Infectious disease: viral","Human Diseases"
"04974","Protein digestion and absorption",108,5,0.0462962962962963,2.78457836367441,2.42367994953911,0.0339718810925153,0.294788258512472,"Atp1a4,Col4a1,Col4a2,Atp1a3,Slc8a1","04974","Protein digestion and absorption","Digestive system","Organismal Systems"
"05146","Amoebiasis",108,5,0.0462962962962963,2.78457836367441,2.42367994953911,0.0339718810925153,0.294788258512472,"Itgb2,Lama5,Gnal,Col4a1,Col4a2","05146","Amoebiasis","Infectious disease: parasitic","Human Diseases"
"04971","Gastric acid secretion",75,4,0.0533333333333333,3.20783427495292,2.49485857851521,0.0360543197797144,0.303081625648225,"Atp1a4,Slc9a4,Atp1a3,Kcnj15","04971","Gastric acid secretion","Digestive system","Organismal Systems"
"05165","Human papillomavirus infection",359,11,0.0306406685236769,1.84294100058228,2.11254952464485,0.0372632288879913,0.303751774874838,"Ccnd2,Ccne1,Cdk4,Lama5,Atp6v0a1,Atp6v0d2,Col4a1,Col4a2,Thbs1,Fzd5,H2-Q10","05165","Human papillomavirus infection","Infectious disease: viral","Human Diseases"
"04820","Cytoskeleton in muscle cells",233,8,0.0343347639484979,2.06512936155767,2.13746616688417,0.0407362414853212,0.312480483108686,"Atp1a4,Col4a1,Col4a2,Tnni3,Thbs1,Atp1a3,Pkp2,Myh15","04820","Cytoskeleton in muscle cells","Cell motility","Cellular Processes"
"04972","Pancreatic secretion",115,5,0.0434782608695652,2.61508228936379,2.26420442462125,0.0427018557783451,0.312480483108686,"Atp1a4,Sctr,Cck,Clca2,Atp1a3","04972","Pancreatic secretion","Digestive system","Organismal Systems"
"00100","Steroid biosynthesis",20,2,0.1,6.01468926553672,2.9186430592864,0.0429271926654573,0.312480483108686,"Lipa,Cyp2r1","00100","Steroid biosynthesis","Lipid metabolism","Metabolism"
"00860","Porphyrin metabolism",47,3,0.0638297872340425,3.83916336098089,2.53637655960597,0.0429805868959903,0.312480483108686,"Hmox1,Hephl1,Ugt1a6b","00860","Porphyrin metabolism","Metabolism of cofactors and vitamins","Metabolism"
"04082","Neuroactive ligand signaling",196,7,0.0357142857142857,2.14810330912026,2.10939409204457,0.045210171842418,0.320040426989748,"Slc1a2,Slc1a3,Slc5a7,Gnal,Gnao1,Slc18a1,Chrm4",NA,NA,NA,NA
"04110","Cell cycle",157,6,0.0382165605095541,2.2986073626255,2.13141251011787,0.0470104643284087,0.324251664213896,"Ccnd2,Ccne1,Cdk4,E2f3,E2f5,Bub1b","04110","Cell cycle","Cell growth and death","Cellular Processes"
